"Discounted and undiscounted Energy Cost breakdown, per periods. (k CAD 2016)"
vintage,sector,Cost,Cost_type,Tech_cat,Tech_type_1,Tech_type_2,Costs
2024,Distric Thermal Energy,Discounted,FixedCosts,Storage,Pit Storage,Medium,2.2676051458459114
2024,Distric Thermal Energy,Discounted,FixedCosts,Storage,Pit Storage,Small,1.669333404215383
2024,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Hot Tank Storage,Large,0.0
2024,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Hot Tank Storage,Medium,0.0
2024,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Hot Tank Storage,Small,0.0
2024,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Pit Storage,Large,0.0
2024,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Pit Storage,Medium,0.0
2024,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Pit Storage,Small,0.0
2024,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Large,0.0
2024,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Medium,0.0
2024,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Small,0.0
2024,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Large,0.0
2024,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Medium,0.0
2024,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Small,0.0
2024,Distric Thermal Energy,Discounted,Investment,Storage,Hot Tank Storage,Large,28.561521803603338
2024,Distric Thermal Energy,Discounted,Investment,Storage,Hot Tank Storage,Medium,28.613654830698742
2024,Distric Thermal Energy,Discounted,Investment,Storage,Hot Tank Storage,Small,28.653832113625214
2024,Distric Thermal Energy,Discounted,Investment,Storage,Pit Storage,Large,13.56481605685531
2024,Distric Thermal Energy,Discounted,Investment,Storage,Pit Storage,Medium,14.544626112700787
2024,Distric Thermal Energy,Discounted,Investment,Storage,Pit Storage,Small,15.827429367593458
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Hot Tank Storage,Large,1.6847014051328717
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Hot Tank Storage,Medium,1.628032171924782
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Hot Tank Storage,Small,1.602522180328056
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Pit Storage,Large,4.354381224121034
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Pit Storage,Medium,3.7142848147467324
2024,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Pit Storage,Small,2.7343295305998536
2024,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Hot Tank Storage,Large,0.0
2024,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Hot Tank Storage,Medium,0.0
2024,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Hot Tank Storage,Small,0.0
2024,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Pit Storage,Large,0.0
2024,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Pit Storage,Medium,0.0
2024,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Pit Storage,Small,0.0
2024,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Large,0.0
2024,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Medium,0.0
2024,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Small,0.0
2024,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Large,0.0
2024,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Medium,0.0
2024,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Small,0.0
2024,Distric Thermal Energy,Undiscounted,Investment,Storage,Hot Tank Storage,Large,31.797827386923462
2024,Distric Thermal Energy,Undiscounted,Investment,Storage,Hot Tank Storage,Medium,31.85586760649357
2024,Distric Thermal Energy,Undiscounted,Investment,Storage,Hot Tank Storage,Small,31.900597376712273
2024,Distric Thermal Energy,Undiscounted,Investment,Storage,Pit Storage,Large,15.10184514947085
2024,Distric Thermal Energy,Undiscounted,Investment,Storage,Pit Storage,Medium,16.192677467229757
2024,Distric Thermal Energy,Undiscounted,Investment,Storage,Pit Storage,Small,17.62083513862228
2024,Charging Station Energy,Discounted,FixedCosts,Charging Station,Commercial,240V,29.231121972771778
2024,Charging Station Energy,Discounted,FixedCosts,Charging Station,Freight,Fast,45.57976470478113
2024,Charging Station Energy,Discounted,FixedCosts,Charging Station,Freight,Slow,68.10353281710104
2024,Charging Station Energy,Discounted,FixedCosts,Charging Station,Public,240V,23.777809729340735
2024,Charging Station Energy,Discounted,FixedCosts,Charging Station,Residential,120V,11.453651295059505
2024,Charging Station Energy,Discounted,FixedCosts,Charging Station,Residential,240V,23.777809729340728
2024,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Commercial,240V,0.0
2024,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Freight,Fast,0.0
2024,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Freight,Slow,0.0
2024,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Public,240V,0.0
2024,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Residential,120V,0.0
2024,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Residential,240V,0.0
2024,Charging Station Energy,Discounted,Investment,Charging Station,Commercial,240V,60.3944262369179
2024,Charging Station Energy,Discounted,Investment,Charging Station,Freight,Fast,24.14405338227329
2024,Charging Station Energy,Discounted,Investment,Charging Station,Freight,Slow,30.21213090511675
2024,Charging Station Energy,Discounted,Investment,Charging Station,Public,240V,51.4368786104701
2024,Charging Station Energy,Discounted,Investment,Charging Station,Residential,120V,35.0338596616876
2024,Charging Station Energy,Discounted,Investment,Charging Station,Residential,240V,51.436878610470075
2024,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Commercial,240V,44.76185702371805
2024,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Freight,Fast,69.57998640037484
2024,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Freight,Slow,103.75526663538368
2024,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Public,240V,36.41115522125128
2024,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Residential,120V,17.53907024665472
2024,Charging Station Energy,Undiscounted,FixedCosts,Charging Station,Residential,240V,36.41115522125126
2024,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Commercial,240V,0.0
2024,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Freight,Fast,0.0
2024,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Freight,Slow,0.0
2024,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Public,240V,0.0
2024,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Residential,120V,0.0
2024,Charging Station Energy,Undiscounted,FixedSubsidies,Charging Station,Residential,240V,0.0
2024,Charging Station Energy,Undiscounted,Investment,Charging Station,Commercial,240V,67.23771771753132
2024,Charging Station Energy,Undiscounted,Investment,Charging Station,Freight,Fast,26.879815688719177
2024,Charging Station Energy,Undiscounted,Investment,Charging Station,Freight,Slow,33.635466979593446
2024,Charging Station Energy,Undiscounted,Investment,Charging Station,Public,240V,57.265190511365475
2024,Charging Station Energy,Undiscounted,Investment,Charging Station,Residential,120V,39.003545745223576
2024,Charging Station Energy,Undiscounted,Investment,Charging Station,Residential,240V,57.265190511365454
2025,Distric Thermal Energy,Discounted,FixedCosts,Storage,Hot Tank Storage,Large,1.0911764663967232
2025,Distric Thermal Energy,Discounted,FixedCosts,Storage,Hot Tank Storage,Medium,1.0544981231115957
2025,Distric Thermal Energy,Discounted,FixedCosts,Storage,Hot Tank Storage,Small,1.0379721343509538
2025,Distric Thermal Energy,Discounted,FixedCosts,Storage,Pit Storage,Large,3.023303872652893
2025,Distric Thermal Energy,Discounted,FixedCosts,Storage,Pit Storage,Medium,2.574102580348672
2025,Distric Thermal Energy,Discounted,FixedCosts,Storage,Pit Storage,Small,1.8939735568565612
2025,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Hot Tank Storage,Large,0.0
2025,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Hot Tank Storage,Medium,0.0
2025,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Hot Tank Storage,Small,0.0
2025,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Pit Storage,Large,0.0
2025,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Pit Storage,Medium,0.0
2025,Distric Thermal Energy,Discounted,FixedSubsidies,Storage,Pit Storage,Small,0.0
2025,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Large,0.0
2025,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Medium,0.0
2025,Distric Thermal Energy,Discounted,Investment,Production,Gas Turbine,Small,0.0
2025,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Large,0.0
2025,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Medium,0.0
2025,Distric Thermal Energy,Discounted,Investment,Production,Internal Combustion Engine,Small,0.0
2025,Distric Thermal Energy,Discounted,Investment,Storage,Hot Tank Storage,Large,32.58343517845454
2025,Distric Thermal Energy,Discounted,Investment,Storage,Hot Tank Storage,Medium,32.643719283849954
2025,Distric Thermal Energy,Discounted,Investment,Storage,Hot Tank Storage,Small,32.689466254706204
2025,Distric Thermal Energy,Discounted,Investment,Storage,Pit Storage,Large,15.55622553052223
2025,Distric Thermal Energy,Discounted,Investment,Storage,Pit Storage,Medium,16.649000983912785
2025,Distric Thermal Energy,Discounted,Investment,Storage,Pit Storage,Small,18.107913556728487
2025,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Hot Tank Storage,Large,1.9710223282442454
2025,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Hot Tank Storage,Medium,1.9047692190503474
2025,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Hot Tank Storage,Small,1.8749178670035962
2025,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Pit Storage,Large,5.101513508751486
2025,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Pit Storage,Medium,4.343532651594787
2025,Distric Thermal Energy,Undiscounted,FixedCosts,Storage,Pit Storage,Small,3.195885062338608
2025,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Hot Tank Storage,Large,0.0
2025,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Hot Tank Storage,Medium,0.0
2025,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Hot Tank Storage,Small,0.0
2025,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Pit Storage,Large,0.0
2025,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Pit Storage,Medium,0.0
2025,Distric Thermal Energy,Undiscounted,FixedSubsidies,Storage,Pit Storage,Small,0.0
2025,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Large,0.0
2025,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Medium,0.0
2025,Distric Thermal Energy,Undiscounted,Investment,Production,Gas Turbine,Small,0.0
2025,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Large,0.0
2025,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Medium,0.0
2025,Distric Thermal Energy,Undiscounted,Investment,Production,Internal Combustion Engine,Small,0.0
2025,Distric Thermal Energy,Undiscounted,Investment,Storage,Hot Tank Storage,Large,37.363727613673525
2025,Distric Thermal Energy,Undiscounted,Investment,Storage,Hot Tank Storage,Medium,37.432855956989435
2025,Distric Thermal Energy,Undiscounted,Investment,Storage,Hot Tank Storage,Small,37.485314433171034
2025,Distric Thermal Energy,Undiscounted,Investment,Storage,Pit Storage,Large,17.838468235038782
2025,Distric Thermal Energy,Undiscounted,Investment,Storage,Pit Storage,Medium,19.091563992431226
2025,Distric Thermal Energy,Undiscounted,Investment,Storage,Pit Storage,Small,20.764512583772326
2025,Charging Station Energy,Discounted,FixedCosts,Charging Station,Commercial,240V,19.759997591039912
2025,Charging Station Energy,Discounted,FixedCosts,Charging Station,Freight,Fast,29.843242898282185
2025,Charging Station Energy,Discounted,FixedCosts,Charging Station,Freight,Slow,42.22756829922153
2025,Charging Station Energy,Discounted,FixedCosts,Charging Station,Public,240V,16.153599244269532
2025,Charging Station Energy,Discounted,FixedCosts,Charging Station,Residential,120V,8.536599889726867
2025,Charging Station Energy,Discounted,FixedCosts,Charging Station,Residential,240V,16.153599244269532
2025,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Commercial,240V,0.0
2025,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Freight,Fast,0.0
2025,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Freight,Slow,0.0
2025,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Public,240V,0.0
2025,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Residential,120V,0.0
2025,Charging Station Energy,Discounted,FixedSubsidies,Charging Station,Residential,240V,0.0
2025,Charging Station Energy,Discounted,Investment,Charging Station,Commercial,240V,41.12916176937475
2025,Charging Station Energy,Discounted,Investment,Charging Station,Freight,Fast,15.587477288597508
2025,Charging Station Energy,Discounted,Investment,Charging Station,Freight,Slow,17.24400954210677
2025,Charging Station Energy,Discounted,Investment,Charging Station,Public,240V,33.62267598536923
2025,Charging Station Energy,Discounted,Investment,Charging Station,Residential,120V,25.12402218166899
