regions,periods,tech,vintage,cost_fixed,cost_fixed_units,cost_fixed_notes
TO,2019,PUBTRAPOLROATRUMETCONVDSL_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadTruckMedium TrucksConventionnalDiesel
TO,2019,PUBTRAFLEROATRUMETCONVDSL_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadTruckMedium TrucksConventionnalDiesel
TO,2019,PUBTRATHCROATRUMETCONVDSL_EX,2015,500,k$/kunits,PublicTransportationToronto Housing CompanyRoadTruckMedium TrucksConventionnalDiesel
TO,2019,PUBTRAPOLROATRUMETCONVGAS_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadTruckMedium TrucksConventionnalGasoline
TO,2019,PUBTRAFLEROATRUMETCONVGAS_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadTruckMedium TrucksConventionnalGasoline
TO,2019,PUBTRATHCROATRUMETCONVGAS_EX,2015,500,k$/kunits,PublicTransportationToronto Housing CompanyRoadTruckMedium TrucksConventionnalGasoline
TO,2019,PUBTRAPOLROACAR___CONVDSL_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadCarsConventionnalDiesel
TO,2019,PUBTRAPOLROACAR___CONVGAS_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadCarsConventionnalGasoline
TO,2019,PUBTRAFLEROACAR___CONVGAS_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadCarsConventionnalGasoline
TO,2019,PUBTRATHCROACAR___CONVGAS_EX,2015,500,k$/kunits,PublicTransportationToronto Housing CompanyRoadCarsConventionnalGasoline
TO,2019,PUBTRAPOLMAR_________ALL_EX,2015,0,k$/kunits,PublicTransportationPolice ServicesMarineAll
TO,2019,PUBTRAFLEMAR_________ALL_EX,2015,0,k$/kunits,PublicTransportationFleet ServicesMarineAll
TO,2019,PUBTRAPOLROAMOR___CONVGAS_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadMotorcyclesConventionnalGasoline
TO,2019,PUBTRAPOLROABUSURBCONVDSL_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadInter-city BusesUrban Bus ConventionnalDiesel
TO,2020,PUBTRAFLEROATRUHETCONVDSL_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadTruckHeavy TrucksConventionnalDiesel
TO,2020,PUBTRAPOLROATRULGTCONVDSL_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadTruckPassenger Light TrucksConventionnalDiesel
