regions,periods,tech,maxact,maxaxt_notes,maxact_notes
TO,2050,PUBBDGSBDNewSHFUR___STDKER_23,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDLFO_16,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDLFO_23,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDNGA_16,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDNGA_23,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDPRO_16,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDPRO_23,0,,
TO,2050,PUBBDGSBDNewSHFURLARSTDHH2_23,0,,
TO,2050,PUBBDGSBDNewSHFURMEDSTDHH2_23,0,,
TO,2050,PUBBDGSBDNewSHFURSMASTDHH2_23,0,,
TO,2050,PUBBDGSBDNewSHHEP___STDELC_16,0,,
TO,2050,PUBBDGSBDNewSHHEP___STDNGA_23,0,,
TO,2050,PUBBDGSBDNewSHPLT___STDELC_16,0,,
TO,2050,PUBBDGSBDNewSHPLT1000WSTDELC_23,0,,
TO,2050,PUBBDGSBDNewSHPLT1500WSTDELC_23,0,,
TO,2050,PUBBDGSBDNewSHPLT500WSTDELC_23,0,,
TO,2050,PUBBDGSBDNewWH______STDELC_16,0,,
TO,2050,PUBBDGSBDNewWH______STDHFO_16,0,,
TO,2050,PUBBDGSBDNewWH______STDKER_16,0,,
TO,2050,PUBBDGSBDNewWH______STDLFO_16,0,,
TO,2050,PUBBDGSBDNewWH______STDNGA_16,0,,
TO,2050,PUBBDGSBDNewWHSTHBCKSTDELC_23,0,,
TO,2050,PUBBDGSBDNewWHSTHBCKSTDNGA_23,0,,
TO,2050,PUBBDGSBDNewWHSYS___ESRPRO_23,0,,
TO,2050,PUBBDGSBDNewWHSYS___STDBMA_23,0,,
TO,2050,PUBBDGSBDNewWHSYS___STDBWP_23,0,,
TO,2050,PUBBDGSBDNewWHSYS___STDHFO_23,0,,
TO,2050,PUBBDGSBDNewWHSYS___STDKER_23,0,,
TO,2050,PUBBDGSBDNewWHSYS___STDLFO_23,0,,
TO,2050,PUBBDGSBDNewWHWTK___ESRNGA_23,0,,
TO,2050,PUBBDGSBDNewWHWTK___HIGELC_23,0,,
TO,2050,PUBBDGSBDNewWHWTK___HIGNGA_23,0,,
TO,2050,PUBBDGSBDNewWHWTK___STDELC_23,0,,
TO,2050,PUBBDGSBDNewWHWTK___STDNGA_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___ESRNGA_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___ESRPRO_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___HIGHFO_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___HIGLFO_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___HIGNGA_16,0,,
TO,2050,PUBBDGSBDOldSHFUR___HIGNGA_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___HIGPRO_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDELC_16,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDELC_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDHFO_16,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDHFO_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDKER_16,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDKER_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDLFO_16,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDLFO_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDNGA_16,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDNGA_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDPRO_16,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDPRO_23,0,,
TO,2050,PUBBDGSBDOldSHFURLARSTDHH2_23,0,,
TO,2050,PUBBDGSBDOldSHFURMEDSTDHH2_23,0,,
TO,2050,PUBBDGSBDOldSHFURSMASTDHH2_23,0,,
TO,2050,PUBBDGSBDOldSHHEP___STDELC_16,0,,
TO,2050,PUBBDGSBDOldSHHEP___STDNGA_23,0,,
TO,2050,PUBBDGSBDOldSHPLT___STDELC_16,0,,
TO,2050,PUBBDGSBDOldSHPLT1000WSTDELC_23,0,,
TO,2050,PUBBDGSBDOldSHPLT1500WSTDELC_23,0,,
TO,2050,PUBBDGSBDOldSHPLT500WSTDELC_23,0,,
TO,2050,PUBBDGSBDOldWH______STDELC_16,0,,
TO,2050,PUBBDGSBDOldWH______STDHFO_16,0,,
TO,2050,PUBBDGSBDOldWH______STDKER_16,0,,
TO,2050,PUBBDGSBDOldWH______STDLFO_16,0,,
TO,2050,PUBBDGSBDOldWH______STDNGA_16,0,,
TO,2050,PUBBDGSBDOldWHSTHBCKSTDELC_23,0,,
TO,2050,PUBBDGSBDOldWHSTHBCKSTDNGA_23,0,,
TO,2050,PUBBDGSBDOldWHSYS___ESRPRO_23,0,,
TO,2050,PUBBDGSBDOldWHSYS___STDBMA_23,0,,
TO,2050,PUBBDGSBDOldWHSYS___STDBWP_23,0,,
TO,2050,PUBBDGSBDOldWHSYS___STDHFO_23,0,,
TO,2050,PUBBDGSBDOldWHSYS___STDKER_23,0,,
TO,2050,PUBBDGSBDOldWHSYS___STDLFO_23,0,,
TO,2050,PUBBDGSBDOldWHWTK___ESRNGA_23,0,,
TO,2050,PUBBDGSBDOldWHWTK___HIGELC_23,0,,
TO,2050,PUBBDGSBDOldWHWTK___HIGNGA_23,0,,
TO,2050,PUBBDGSBDOldWHWTK___STDELC_23,0,,
TO,2050,PUBBDGSBDOldWHWTK___STDNGA_23,0,,
