GHG emissions by building type (metric ton)
t_periods,emissions_comm,Sub,Archetype,NewOld,Emisions
2021,CO2,Residential,Single Attached,Old,733806.9186167311
2021,CO2,Residential,Single Detached,Old,1649958.8443419668
2021,CO2e,Commercial,"Arts, Entertainment and Recreation",Old,95160.3435769587
2021,CO2e,Commercial,Accommodation and Food Services,Old,110828.99345037022
2021,CO2e,Commercial,Educational Services,Old,282011.7947206833
2021,CO2e,Commercial,Health Care and Social Assistance,Old,178969.4887769079
2021,CO2e,Commercial,Information and Cultural Industries,Old,13759.007644330832
2021,CO2e,Commercial,Offices,Old,994120.4875655643
2021,CO2e,Commercial,Other Services,Old,116317.98842620967
2021,CO2e,Commercial,Retail Trade,Old,358235.56091279804
2021,CO2e,Commercial,Transportation and Warehousing,Old,62887.691149736725
2021,CO2e,Commercial,Wholesale Trade,Old,222303.3719045386
2021,CO2e,Industry,,,832086.6124378615
2021,CO2e,Public,Hospital,Old,97413.67780482412
2021,CO2e,Public,Municipality,Old,79436.39547565124
2021,CO2e,Public,Post-Secondary Institution,Old,144426.8482898972
2021,CO2e,Public,School board,Old,150231.81863559425
2021,CO2e,Residential,Apartments,Old,1512787.2905514888
2021,CO2e,Residential,Single Attached,Old,742357.3484929153
2021,CO2e,Residential,Single Detached,Old,1667890.9612764928
2021,N2O,Commercial,"Arts, Entertainment and Recreation",Old,2.054709379655243
2021,N2O,Commercial,Accommodation and Food Services,Old,2.4132740477464054
2021,N2O,Commercial,Educational Services,Old,6.089153107708236
2021,N2O,Commercial,Health Care and Social Assistance,Old,3.9702328789782833
2021,N2O,Commercial,Information and Cultural Industries,Old,0.3089615684877086
2021,N2O,Commercial,Offices,Old,24.395168299479135
2021,N2O,Commercial,Other Services,Old,2.4512635667937865
2021,N2O,Commercial,Retail Trade,Old,7.574211831734852
2021,N2O,Commercial,Transportation and Warehousing,Old,1.4070102223047436
2021,N2O,Commercial,Wholesale Trade,Old,4.864404973134215
2021,N2O,Industry,,,15.458023471718498
2021,N2O,Public,Hospital,Old,1.7127885788857784
2021,N2O,Public,Municipality,Old,1.521143787394079
2021,N2O,Public,Post-Secondary Institution,Old,2.6796234134461603
2021,N2O,Public,School board,Old,2.8856516618294803
2021,N2O,Residential,Apartments,Old,33.6906027593816
2021,N2O,Residential,Single Attached,Old,15.445822072838668
2021,N2O,Residential,Single Detached,Old,34.02228519129198
2022,CH4,Commercial,"Arts, Entertainment and Recreation",Old,1.8652008368550586
2022,CH4,Commercial,Accommodation and Food Services,Old,2.168561881588462
2022,CH4,Commercial,Educational Services,Old,5.428108023465133
2022,CH4,Commercial,Health Care and Social Assistance,Old,3.4834096260793883
2022,CH4,Commercial,Information and Cultural Industries,Old,0.2796607758895533
2022,CH4,Commercial,Offices,Old,18.925652744120583
2022,CH4,Commercial,Other Services,Old,2.281311915575342
2022,CH4,Commercial,Retail Trade,Old,6.905513306241038
2022,CH4,Commercial,Transportation and Warehousing,Old,1.2327675070163042
2022,CH4,Commercial,Wholesale Trade,Old,4.3168850178388904
2022,CH4,Industry,,,16.427126175050066
2022,CH4,Public,Hospital,Old,1.7720210509303849
2022,CH4,Public,Municipality,Old,1.6280421979765596
2022,CH4,Public,Post-Secondary Institution,Old,2.821722088649022
2022,CH4,Public,School board,Old,3.071682036022374
2022,CH4,Residential,Apartments,Old,609.619548112572
2022,CH4,Residential,Single Attached,Old,188.97097406936487
2022,CH4,Residential,Single Detached,Old,372.52810029171934
2022,CO2,Commercial,"Arts, Entertainment and Recreation",Old,94240.33224883385
2022,CO2,Commercial,Accommodation and Food Services,Old,109710.98728593833
2022,CO2,Commercial,Educational Services,Old,278965.80717531074
2022,CO2,Commercial,Health Care and Social Assistance,Old,177391.65086697915
