comm_name,flag,comm_desc
ADEMPUBBDGMUNNewSH,d,Aggregated DemandPublicBuildingMunicipalityNewSpace Heating
ADEMPUBBDGPSINewSH,d,Aggregated DemandPublicBuildingPost-Secondary InstitutionNewSpace Heating
ADEMPUBBDGSBDNewSH,d,Aggregated DemandPublicBuildingSchool boardNewSpace Heating
ADEMPUBBDGHSPNewWH,d,Aggregated DemandPublicBuildingHospitalNewWater Heating
ADEMPUBBDGMUNNewWH,d,Aggregated DemandPublicBuildingMunicipalityNewWater Heating
ADEMPUBBDGPSINewWH,d,Aggregated DemandPublicBuildingPost-Secondary InstitutionNewWater Heating
ADEMPUBBDGSBDNewWH,d,Aggregated DemandPublicBuildingSchool boardNewWater Heating
EUEPUBBDGHSPOldLI,p,End Use EnergyPublicBuildingHospitalOldLightingHospital
EUEPUBBDGMUNOldLI,p,End Use EnergyPublicBuildingMunicipalityOldLightingMunicipality
EUEPUBBDGPSIOldLI,p,End Use EnergyPublicBuildingPost-Secondary InstitutionOldLightingPost-Secondary Institution
EUEPUBBDGSBDOldLI,p,End Use EnergyPublicBuildingSchool boardOldLightingSchool board
EUEPUBBDGHSPOldSC,p,End Use EnergyPublicBuildingHospitalOldSpace CoolingHospital
EUEPUBBDGMUNOldSC,p,End Use EnergyPublicBuildingMunicipalityOldSpace CoolingMunicipality
EUEPUBBDGPSIOldSC,p,End Use EnergyPublicBuildingPost-Secondary InstitutionOldSpace CoolingPost-Secondary Institution
EUEPUBBDGSBDOldSC,p,End Use EnergyPublicBuildingSchool boardOldSpace CoolingSchool board
EUEPUBBDGHSPOldAM,p,End Use EnergyPublicBuildingHospitalOldAuxiliary MotorsHospital
EUEPUBBDGMUNOldAM,p,End Use EnergyPublicBuildingMunicipalityOldAuxiliary MotorsMunicipality
EUEPUBBDGPSIOldAM,p,End Use EnergyPublicBuildingPost-Secondary InstitutionOldAuxiliary MotorsPost-Secondary Institution
EUEPUBBDGSBDOldAM,p,End Use EnergyPublicBuildingSchool boardOldAuxiliary MotorsSchool board
EUEPUBBDGHSPOldAE,p,End Use EnergyPublicBuildingHospitalOldAuxiliary EquipmentHospital
EUEPUBBDGMUNOldAE,p,End Use EnergyPublicBuildingMunicipalityOldAuxiliary EquipmentMunicipality
EUEPUBBDGPSIOldAE,p,End Use EnergyPublicBuildingPost-Secondary InstitutionOldAuxiliary EquipmentPost-Secondary Institution
EUEPUBBDGSBDOldAE,p,End Use EnergyPublicBuildingSchool boardOldAuxiliary EquipmentSchool board
EUEPUBBDGHSPOldSH,p,End Use EnergyPublicBuildingHospitalOldSpace HeatingHospital
EUEPUBBDGMUNOldSH,p,End Use EnergyPublicBuildingMunicipalityOldSpace HeatingMunicipality
EUEPUBBDGPSIOldSH,p,End Use EnergyPublicBuildingPost-Secondary InstitutionOldSpace HeatingPost-Secondary Institution
EUEPUBBDGSBDOldSH,p,End Use EnergyPublicBuildingSchool boardOldSpace HeatingSchool board
EUEPUBBDGHSPOldWH,p,End Use EnergyPublicBuildingHospitalOldWater HeatingHospital
EUEPUBBDGMUNOldWH,p,End Use EnergyPublicBuildingMunicipalityOldWater HeatingMunicipality
EUEPUBBDGPSIOldWH,p,End Use EnergyPublicBuildingPost-Secondary InstitutionOldWater HeatingPost-Secondary Institution
EUEPUBBDGSBDOldWH,p,End Use EnergyPublicBuildingSchool boardOldWater HeatingSchool board
EUEPUBBDGHSPNewLI,p,End Use EnergyPublicBuildingHospitalNewLightingHospital
EUEPUBBDGMUNNewLI,p,End Use EnergyPublicBuildingMunicipalityNewLightingMunicipality
EUEPUBBDGPSINewLI,p,End Use EnergyPublicBuildingPost-Secondary InstitutionNewLightingPost-Secondary Institution
EUEPUBBDGSBDNewLI,p,End Use EnergyPublicBuildingSchool boardNewLightingSchool board
EUEPUBBDGHSPNewSC,p,End Use EnergyPublicBuildingHospitalNewSpace CoolingHospital
EUEPUBBDGMUNNewSC,p,End Use EnergyPublicBuildingMunicipalityNewSpace CoolingMunicipality
EUEPUBBDGPSINewSC,p,End Use EnergyPublicBuildingPost-Secondary InstitutionNewSpace CoolingPost-Secondary Institution
EUEPUBBDGSBDNewSC,p,End Use EnergyPublicBuildingSchool boardNewSpace CoolingSchool board
EUEPUBBDGHSPNewAM,p,End Use EnergyPublicBuildingHospitalNewAuxiliary MotorsHospital
EUEPUBBDGMUNNewAM,p,End Use EnergyPublicBuildingMunicipalityNewAuxiliary MotorsMunicipality
EUEPUBBDGPSINewAM,p,End Use EnergyPublicBuildingPost-Secondary InstitutionNewAuxiliary MotorsPost-Secondary Institution
EUEPUBBDGSBDNewAM,p,End Use EnergyPublicBuildingSchool boardNewAuxiliary MotorsSchool board
EUEPUBBDGHSPNewAE,p,End Use EnergyPublicBuildingHospitalNewAuxiliary EquipmentHospital
EUEPUBBDGMUNNewAE,p,End Use EnergyPublicBuildingMunicipalityNewAuxiliary EquipmentMunicipality
EUEPUBBDGPSINewAE,p,End Use EnergyPublicBuildingPost-Secondary InstitutionNewAuxiliary EquipmentPost-Secondary Institution
EUEPUBBDGSBDNewAE,p,End Use EnergyPublicBuildingSchool boardNewAuxiliary EquipmentSchool board
EUEPUBBDGHSPNewSH,p,End Use EnergyPublicBuildingHospitalNewSpace HeatingHospital
EUEPUBBDGMUNNewSH,p,End Use EnergyPublicBuildingMunicipalityNewSpace HeatingMunicipality
EUEPUBBDGPSINewSH,p,End Use EnergyPublicBuildingPost-Secondary InstitutionNewSpace HeatingPost-Secondary Institution
EUEPUBBDGSBDNewSH,p,End Use EnergyPublicBuildingSchool boardNewSpace HeatingSchool board
EUEPUBBDGHSPNewWH,p,End Use EnergyPublicBuildingHospitalNewWater HeatingHospital
EUEPUBBDGMUNNewWH,p,End Use EnergyPublicBuildingMunicipalityNewWater HeatingMunicipality
EUEPUBBDGPSINewWH,p,End Use EnergyPublicBuildingPost-Secondary InstitutionNewWater HeatingPost-Secondary Institution
EUEPUBBDGSBDNewWH,p,End Use EnergyPublicBuildingSchool boardNewWater HeatingSchool board
PUBBDGELC,p,PublicBuildingElectricity
PUBBDGNGA,p,PublicBuildingNatural Gas
PUBBDGDCO,p,PublicBuildingDistrict Cooling
PUBBDGLFO,p,PublicBuildingLight Fuel Oil
PUBBDGHFO,p,PublicBuildingHeavy Fuel Oil
PUBBDGPRO,p,PublicBuildingPropane
PUBBDGDHE,p,PublicBuildingDistrict Heating
PUBBDGBMA,p,PublicBuildingBiomass
PUBBDGHH2,p,PublicBuildingHydrogen
PUBBDGETHOS,p,PublicBuilding
PUBBDGSOL,p,PublicBuildingSolar Energy
PUBBDGKER,p,PublicBuildingKerosene
PUBBDGBWP,p,PublicBuildingWood Pellet
PUBBDGGEO,p,PublicBuildingGeothermal
PUBBDGBMTN,p,PublicBuildingBio Methane
PUBBDGSGA,p,PublicBuildingSynthetic Gas
