regions,tech,vintage,cost_invest,cost_invest_units,cost_invest_notes
TO,WATWASWWABGASERKSTD____23,2018,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2018,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2018,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2018,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2018,0.0,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2018,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2018,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2018,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2018,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2018,0.0,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2018,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2018,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2018,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2018,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2018,0.0,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2019,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2019,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2019,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2019,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2019,0.0,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2019,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2019,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2019,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2019,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2019,0.0,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2019,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2019,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2019,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2019,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2019,0.0,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2020,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2020,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2020,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2020,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2020,3703.54400395896,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2020,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2020,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2020,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2020,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2020,3703.54400395896,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2020,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2020,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2020,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2020,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2020,3703.54400395896,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2021,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2021,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2021,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2021,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2021,3662.718400267158,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2021,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2021,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2021,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2021,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2021,3662.718400267158,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2021,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2021,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2021,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2021,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2021,3662.718400267158,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2022,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2022,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2022,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2022,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2022,3621.892796575356,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2022,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2022,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2022,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2022,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2022,3621.892796575356,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2022,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2022,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2022,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2022,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2022,3621.892796575356,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2023,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2023,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2023,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2023,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2023,3581.0671928835536,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2023,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2023,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2023,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2023,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2023,3581.0671928835536,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2023,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2023,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2023,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2023,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2023,3581.0671928835536,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2024,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2024,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2024,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2024,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2024,3540.2415891917517,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2024,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2024,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2024,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2024,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2024,3540.2415891917517,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2024,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2024,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2024,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2024,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2024,3540.2415891917517,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2025,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWABGASERKSTDMENE_23,2025,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWABADIPUB_______23,2025,30.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWABADIPUB___MENE_23,2025,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWABGASCENCCSHH2_23,2025,3499.41598549995,k$/MW,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHBGASERKSTD____23,2025,23.37,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHBGASERKSTDMENE_23,2025,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHBADIPUB_______23,2025,30.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHBADIPUB___MENE_23,2025,0.0,k$/TJa,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHBGASCENCCSHH2_23,2025,3499.41598549995,k$/MW,WaterWasteWaste waterHumber Wastewater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWHCGASERKSTD____23,2025,23.37,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
TO,WATWASWWHCGASERKSTDMENE_23,2025,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationEnerkemStandard EfficiencyMix Energy
TO,WATWASWWHCADIPUB_______23,2025,30.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublic
TO,WATWASWWHCADIPUB___MENE_23,2025,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyAnaerobic DigesterPublicMix Energy
TO,WATWASWWHCGASCENCCSHH2_23,2025,3499.41598549995,k$/MW,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to EnergyGasificationCentralCarbon Capture StorageHydrogen
TO,WATWASWWABGASERKSTD____23,2026,23.37,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantTons to EnergyGasificationEnerkemStandard Efficiency
