regions,periods,tech,group_name,max_share_g,tech_desc
TO,2049,PUBTRASMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2049,RESBDGSMTNIMP,TRAENE-RESBDG,0.0000000,
TO,2050,COMBDGBMAIMP,TRAENE-COMBDG,0.0000000,
TO,2050,PUBBDGBMAIMP,TRAENE-PUBBDG,0.0000000,
TO,2050,RESBDGBMAIMP,TRAENE-RESBDG,0.0083184,
TO,2050,FRETRABMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2050,PASTRABMTNIMP,TRAENE-PASTRA,0.0000016,
TO,2050,PUBTRABMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2050,COMBDGBWPIMP,TRAENE-COMBDG,0.0000000,
TO,2050,PUBBDGBWPIMP,TRAENE-PUBBDG,0.0000000,
TO,2050,RESBDGBWPIMP,TRAENE-RESBDG,0.0064015,
TO,2050,FRETRACETHIMP,TRAENE-FRETRA,0.0000212,
TO,2050,INDBDGCOAIMP,TRAENE-INDBDG,0.0044689,
TO,2050,INDBDGCOKIMP,TRAENE-INDBDG,0.0000000,
TO,2050,FRETRAFTDSLIMP,TRAENE-FRETRA,0.0001402,
TO,2050,PUBTRAFTDSLIMP,TRAENE-PUBTRA,0.0025288,
TO,2050,COMBDGHFOIMP,TRAENE-COMBDG,0.0002358,
TO,2050,FRETRAHFOIMP,TRAENE-FRETRA,0.0061852,
TO,2050,INDBDGHFOIMP,TRAENE-INDBDG,0.0058589,
TO,2050,PUBBDGHFOIMP,TRAENE-PUBBDG,0.0000621,
TO,2050,PUBTRAHFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2050,COMBDGKERIMP,TRAENE-COMBDG,0.0002378,
TO,2050,FRETRAKERIMP,TRAENE-FRETRA,0.0000000,
TO,2050,PUBBDGKERIMP,TRAENE-PUBBDG,0.0000621,
TO,2050,PUBTRAKERIMP,TRAENE-PUBTRA,0.0000000,
TO,2050,RESBDGKERIMP,TRAENE-RESBDG,0.0007743,
TO,2050,COMBDGLFOIMP,TRAENE-COMBDG,0.0015765,
TO,2050,FRETRALFOIMP,TRAENE-FRETRA,0.0000000,
TO,2050,INDBDGLFOIMP,TRAENE-INDBDG,0.0249536,
TO,2050,PUBBDGLFOIMP,TRAENE-PUBBDG,0.0217101,
TO,2050,PUBTRALFOIMP,TRAENE-PUBTRA,0.0000000,
TO,2050,RESBDGLFOIMP,TRAENE-RESBDG,0.0034089,
TO,2050,FRETRANGAIMP,TRAENE-FRETRA,0.0000000,
TO,2050,PASTRANGAIMP,TRAENE-PASTRA,0.0091205,
TO,2050,PUBTRANGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2050,INDBDGPCOKIMP,TRAENE-INDBDG,0.0107960,
TO,2050,FRETRAPROIMP,TRAENE-FRETRA,0.0289831,
TO,2050,PASTRAPROIMP,TRAENE-PASTRA,0.0054586,
TO,2050,PUBTRAPROIMP,TRAENE-PUBTRA,0.0000000,
TO,2050,FRETRARDSLIMP,TRAENE-FRETRA,0.0000035,
TO,2050,PASTRARDSLIMP,TRAENE-PASTRA,0.0000135,
TO,2050,COMBDGSGAIMP,TRAENE-COMBDG,0.0002498,
TO,2050,FRETRASGAIMP,TRAENE-FRETRA,0.0000000,
TO,2050,PASTRASGAIMP,TRAENE-PASTRA,0.0000122,
TO,2050,PUBBDGSGAIMP,TRAENE-PUBBDG,0.0005441,
TO,2050,PUBTRASGAIMP,TRAENE-PUBTRA,0.0000000,
TO,2050,RESBDGSGAIMP,TRAENE-RESBDG,0.0000730,
TO,2050,FRETRASMTNIMP,TRAENE-FRETRA,0.0000000,
TO,2050,PASTRASMTNIMP,TRAENE-PASTRA,0.0000122,
TO,2050,PUBTRASMTNIMP,TRAENE-PUBTRA,0.0000000,
TO,2050,RESBDGSMTNIMP,TRAENE-RESBDG,0.0000000,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
