regions,periods,tech,vintage,cost_variable,cost_variable_units,cost_variable_notes
TO,2016,PASTRAELCIMP27,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport27
TO,2016,PASTRAELCIMP28,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport28
TO,2016,PASTRAELCIMP29,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport29
TO,2016,PASTRAELCIMP30,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport30
TO,2016,PASTRAELCIMP31,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport31
TO,2016,PASTRAELCIMP32,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport32
TO,2016,PASTRAELCIMP33,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport33
TO,2016,PASTRAELCIMP34,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport34
TO,2016,PASTRAELCIMP35,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport35
TO,2016,PASTRAELCIMP36,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport36
TO,2016,PASTRAELCIMP37,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport37
TO,2016,PASTRAELCIMP38,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport38
TO,2016,PASTRAELCIMP39,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport39
TO,2016,PASTRAELCIMP40,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport40
TO,2016,PASTRAELCIMP41,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport41
TO,2016,PASTRAELCIMP42,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport42
TO,2016,PASTRAELCIMP43,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport43
TO,2016,PASTRAELCIMP44,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport44
TO,2016,PASTRAELCIMP45,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport45
TO,2016,PASTRAELCIMP46,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport46
TO,2016,PASTRAELCIMP47,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport47
TO,2016,PASTRAELCIMP48,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport48
TO,2016,PASTRAELCIMP49,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport49
TO,2016,PASTRAELCIMP50,2015,41.01582931865106,k$/TJ,PassengerTransportElectricityImport50
TO,2016,PASTRABMTNEXP,2015,0.0,k$/TJ,PassengerTransportBio MethaneExport
TO,2016,PASTRACETHEXP,2015,0.0,k$/TJ,PassengerTransportCellulosic EthanolExport
TO,2016,PASTRAHH2EXP,2015,0.0,k$/TJ,PassengerTransportHydrogenExport
TO,2016,FRETRAGASIMP,2015,16.86541653164231,k$/TJ,FreightTransportGasolineImport
TO,2016,FRETRAETHIMP,2015,29.12432653663924,k$/TJ,FreightTransportEthanolImport
TO,2016,FRETRACETHIMP,2015,29.12432653663924,k$/TJ,FreightTransportCellulosic EthanolImport
TO,2016,FRETRAPROIMP,2015,8.077587606825077,k$/TJ,FreightTransportPropaneImport
TO,2016,FRETRADSLIMP,2015,16.265194456622893,k$/TJ,FreightTransportDieselImport
TO,2016,FRETRABDSLIMP,2015,25.946455305160306,k$/TJ,FreightTransportBio DieselImport
TO,2016,FRETRARDSLIMP,2015,25.946455305160306,k$/TJ,FreightTransportRenewable DieselImport
TO,2016,FRETRAATFIMP,2015,14.08219259014909,k$/TJ,FreightTransportAviation Turbo FuelImport
TO,2016,FRETRABJEIMP,2015,25.946455305160306,k$/TJ,FreightTransportBio JetImport
TO,2016,FRETRASJEIMP,2015,25.946455305160306,k$/TJ,FreightTransportSynthetic JetImport
TO,2016,FRETRAAGAIMP,2015,30.169492604273934,k$/TJ,FreightTransportAviation GasolineImport
TO,2016,FRETRAHH2IMP,2015,71.74156201956825,k$/TJ,FreightTransportHydrogenImport
TO,2016,FRETRAHFOIMP,2015,20.61600561139368,k$/TJ,FreightTransportHeavy Fuel OilImport
TO,2016,FRETRAKERIMP,2015,20.61600561139368,k$/TJ,FreightTransportKeroseneImport
TO,2016,FRETRALFOIMP,2015,20.61600561139368,k$/TJ,FreightTransportLight Fuel OilImport
TO,2016,FRETRANGAIMP,2015,3.118890921109537,k$/TJ,FreightTransportNatural GasImport
TO,2016,FRETRABMTNIMP,2015,16.7,k$/TJ,FreightTransportBio MethaneImport
TO,2016,FRETRASGAIMP,2015,16.7,k$/TJ,FreightTransportSynthetic GasImport
TO,2016,FRETRASMTNIMP,2015,16.7,k$/TJ,FreightTransportSynthetic MethaneImport
TO,2016,FRETRAELCIMP16,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport16
TO,2016,FRETRAELCIMP17,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport17
TO,2016,FRETRAELCIMP18,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport18
TO,2016,FRETRAELCIMP19,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport19
TO,2016,FRETRAELCIMP20,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport20
TO,2016,FRETRAELCIMP21,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport21
TO,2016,FRETRAELCIMP22,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport22
TO,2016,FRETRAELCIMP23,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport23
TO,2016,FRETRAELCIMP24,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport24
TO,2016,FRETRAELCIMP25,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport25
TO,2016,FRETRAELCIMP26,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport26
TO,2016,FRETRAELCIMP27,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport27
TO,2016,FRETRAELCIMP28,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport28
TO,2016,FRETRAELCIMP29,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport29
TO,2016,FRETRAELCIMP30,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport30
TO,2016,FRETRAELCIMP31,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport31
TO,2016,FRETRAELCIMP32,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport32
TO,2016,FRETRAELCIMP33,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport33
TO,2016,FRETRAELCIMP34,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport34
TO,2016,FRETRAELCIMP35,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport35
TO,2016,FRETRAELCIMP36,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport36
TO,2016,FRETRAELCIMP37,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport37
TO,2016,FRETRAELCIMP38,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport38
TO,2016,FRETRAELCIMP39,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport39
TO,2016,FRETRAELCIMP40,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport40
TO,2016,FRETRAELCIMP41,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport41
TO,2016,FRETRAELCIMP42,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport42
TO,2016,FRETRAELCIMP43,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport43
TO,2016,FRETRAELCIMP44,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport44
TO,2016,FRETRAELCIMP45,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport45
TO,2016,FRETRAELCIMP46,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport46
TO,2016,FRETRAELCIMP47,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport47
TO,2016,FRETRAELCIMP48,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport48
TO,2016,FRETRAELCIMP49,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport49
TO,2016,FRETRAELCIMP50,2015,41.01582931865106,k$/TJ,FreightTransportElectricityImport50
TO,2016,FRETRACETHEXP,2015,0.0,k$/TJ,FreightTransportCellulosic EthanolExport
TO,2016,FRETRABMTNEXP,2015,0.0,k$/TJ,FreightTransportBio MethaneExport
TO,2016,FRETRAHH2EXP,2015,0.0,k$/TJ,FreightTransportHydrogenExport
TO,2016,LDITRANGAIMP,2015,3.118890921109537,k$/TJ,Long DistanceTransportNatural GasImport
TO,2016,LDITRASGAIMP,2015,16.7,k$/TJ,Long DistanceTransportSynthetic GasImport
TO,2016,LDITRABMTNIMP,2015,16.7,k$/TJ,Long DistanceTransportBio MethaneImport
TO,2016,LDITRASMTNIMP,2015,16.7,k$/TJ,Long DistanceTransportSynthetic MethaneImport
TO,2016,LDITRAGASIMP,2015,16.86541653164231,k$/TJ,Long DistanceTransportGasolineImport
TO,2016,LDITRAETHIMP,2015,29.12432653663924,k$/TJ,Long DistanceTransportEthanolImport
TO,2016,LDITRACETHIMP,2015,29.12432653663924,k$/TJ,Long DistanceTransportCellulosic EthanolImport
TO,2016,LDITRADSLIMP,2015,16.265194456622893,k$/TJ,Long DistanceTransportDieselImport
TO,2016,LDITRABDSLIMP,2015,25.946455305160306,k$/TJ,Long DistanceTransportBio DieselImport
TO,2016,LDITRARDSLIMP,2015,25.946455305160306,k$/TJ,Long DistanceTransportRenewable DieselImport
TO,2016,LDITRAPROIMP,2015,8.077587606825077,k$/TJ,Long DistanceTransportPropaneImport
TO,2016,LDITRAAGAIMP,2015,30.169492604273934,k$/TJ,Long DistanceTransportAviation GasolineImport
TO,2016,LDITRAATFIMP,2015,14.08219259014909,k$/TJ,Long DistanceTransportAviation Turbo FuelImport
TO,2016,LDITRAHH2IMP,2015,71.74156201956825,k$/TJ,Long DistanceTransportHydrogenImport
TO,2016,LDITRABJEIMP,2015,25.946455305160306,k$/TJ,Long DistanceTransportBio JetImport
TO,2016,LDITRASJEIMP,2015,25.946455305160306,k$/TJ,Long DistanceTransportSynthetic JetImport
TO,2016,LDITRAELCIMP16,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport16
TO,2016,LDITRAELCIMP17,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport17
TO,2016,LDITRAELCIMP18,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport18
TO,2016,LDITRAELCIMP19,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport19
TO,2016,LDITRAELCIMP20,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport20
TO,2016,LDITRAELCIMP21,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport21
TO,2016,LDITRAELCIMP22,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport22
TO,2016,LDITRAELCIMP23,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport23
TO,2016,LDITRAELCIMP24,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport24
TO,2016,LDITRAELCIMP25,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport25
TO,2016,LDITRAELCIMP26,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport26
TO,2016,LDITRAELCIMP27,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport27
TO,2016,LDITRAELCIMP28,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport28
TO,2016,LDITRAELCIMP29,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport29
TO,2016,LDITRAELCIMP30,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport30
TO,2016,LDITRAELCIMP31,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport31
TO,2016,LDITRAELCIMP32,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport32
TO,2016,LDITRAELCIMP33,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport33
TO,2016,LDITRAELCIMP34,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport34
TO,2016,LDITRAELCIMP35,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport35
TO,2016,LDITRAELCIMP36,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport36
TO,2016,LDITRAELCIMP37,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport37
TO,2016,LDITRAELCIMP38,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport38
TO,2016,LDITRAELCIMP39,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport39
TO,2016,LDITRAELCIMP40,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport40
TO,2016,LDITRAELCIMP41,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport41
TO,2016,LDITRAELCIMP42,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport42
TO,2016,LDITRAELCIMP43,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport43
TO,2016,LDITRAELCIMP44,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport44
TO,2016,LDITRAELCIMP45,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport45
TO,2016,LDITRAELCIMP46,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport46
TO,2016,LDITRAELCIMP47,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport47
TO,2016,LDITRAELCIMP48,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport48
TO,2016,LDITRAELCIMP49,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport49
TO,2016,LDITRAELCIMP50,2015,41.01582931865106,k$/TJ,Long DistanceTransportElectricityImport50
TO,2016,LDITRABMTNEXP,2015,0.0,k$/TJ,Long DistanceTransportBio MethaneExport
TO,2016,LDITRACETHEXP,2015,0.0,k$/TJ,Long DistanceTransportCellulosic EthanolExport
TO,2016,LDITRAHH2EXP,2015,0.0,k$/TJ,Long DistanceTransportHydrogenExport
TO,2016,PUBTRABDSLIMP,2015,25.946455305160306,k$/TJ,PublicTransportBio DieselImport
TO,2016,PUBTRARDSLIMP,2015,25.946455305160306,k$/TJ,PublicTransportRenewable DieselImport
TO,2016,PUBTRADSLIMP,2015,16.265194456622893,k$/TJ,PublicTransportDieselImport
TO,2016,PUBTRAFTDSLIMP,2015,25.946455305160306,k$/TJ,PublicTransportFT DieselImport
TO,2016,PUBTRAETHIMP,2015,29.12432653663924,k$/TJ,PublicTransportEthanolImport
TO,2016,PUBTRACETHIMP,2015,29.12432653663924,k$/TJ,PublicTransportCellulosic EthanolImport
TO,2016,PUBTRAGASIMP,2015,16.86541653164231,k$/TJ,PublicTransportGasolineImport
TO,2016,PUBTRAHH2IMP,2015,71.74156201956825,k$/TJ,PublicTransportHydrogenImport
TO,2016,PUBTRAHFOIMP,2015,20.61600561139368,k$/TJ,PublicTransportHeavy Fuel OilImport
TO,2016,PUBTRAKERIMP,2015,20.61600561139368,k$/TJ,PublicTransportKeroseneImport
TO,2016,PUBTRALFOIMP,2015,20.61600561139368,k$/TJ,PublicTransportLight Fuel OilImport
TO,2016,PUBTRANGAIMP,2015,3.118890921109537,k$/TJ,PublicTransportNatural GasImport
TO,2016,PUBTRABMTNIMP,2015,16.7,k$/TJ,PublicTransportBio MethaneImport
TO,2016,PUBTRASGAIMP,2015,16.7,k$/TJ,PublicTransportSynthetic GasImport
TO,2016,PUBTRASMTNIMP,2015,16.7,k$/TJ,PublicTransportSynthetic MethaneImport
TO,2016,PUBTRAPROIMP,2015,8.077587606825077,k$/TJ,PublicTransportPropaneImport
TO,2016,PUBTRAELCIMP16,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport16
TO,2016,PUBTRAELCIMP17,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport17
TO,2016,PUBTRAELCIMP18,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport18
TO,2016,PUBTRAELCIMP19,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport19
TO,2016,PUBTRAELCIMP20,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport20
TO,2016,PUBTRAELCIMP21,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport21
TO,2016,PUBTRAELCIMP22,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport22
TO,2016,PUBTRAELCIMP23,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport23
TO,2016,PUBTRAELCIMP24,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport24
TO,2016,PUBTRAELCIMP25,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport25
TO,2016,PUBTRAELCIMP26,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport26
TO,2016,PUBTRAELCIMP27,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport27
TO,2016,PUBTRAELCIMP28,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport28
TO,2016,PUBTRAELCIMP29,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport29
TO,2016,PUBTRAELCIMP30,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport30
TO,2016,PUBTRAELCIMP31,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport31
TO,2016,PUBTRAELCIMP32,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport32
TO,2016,PUBTRAELCIMP33,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport33
TO,2016,PUBTRAELCIMP34,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport34
TO,2016,PUBTRAELCIMP35,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport35
TO,2016,PUBTRAELCIMP36,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport36
TO,2016,PUBTRAELCIMP37,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport37
TO,2016,PUBTRAELCIMP38,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport38
TO,2016,PUBTRAELCIMP39,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport39
TO,2016,PUBTRAELCIMP40,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport40
TO,2016,PUBTRAELCIMP41,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport41
TO,2016,PUBTRAELCIMP42,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport42
TO,2016,PUBTRAELCIMP43,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport43
TO,2016,PUBTRAELCIMP44,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport44
TO,2016,PUBTRAELCIMP45,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport45
TO,2016,PUBTRAELCIMP46,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport46
TO,2016,PUBTRAELCIMP47,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport47
TO,2016,PUBTRAELCIMP48,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport48
TO,2016,PUBTRAELCIMP49,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport49
TO,2016,PUBTRAELCIMP50,2015,41.01582931865106,k$/TJ,PublicTransportElectricityImport50
TO,2016,PUBTRABMTNEXP,2015,0.0,k$/TJ,PublicTransportBio MethaneExport
TO,2016,PUBTRACETHEXP,2015,0.0,k$/TJ,PublicTransportCellulosic EthanolExport
TO,2016,PUBTRAHH2EXP,2015,0.0,k$/TJ,PublicTransportHydrogenExport
TO,2016,RESBDGNGAIMP,2015,3.118890921109537,k$/TJ,ResidentialBuildingNatural GasImport
TO,2016,RESBDGLFOIMP,2015,20.61600561139368,k$/TJ,ResidentialBuildingLight Fuel OilImport
TO,2016,RESBDGPROIMP,2015,8.077587606825077,k$/TJ,ResidentialBuildingPropaneImport
TO,2016,RESBDGBMAIMP,2015,4.942513973947407,k$/TJ,ResidentialBuildingBiomassImport
TO,2016,RESBDGHH2IMP,2015,71.74156201956825,k$/TJ,ResidentialBuildingHydrogenImport
TO,2016,RESBDGKERIMP,2015,20.61600561139368,k$/TJ,ResidentialBuildingKeroseneImport
TO,2016,RESBDGBWPIMP,2015,4.942513973947407,k$/TJ,ResidentialBuildingWood PelletImport
TO,2016,RESBDGBMTNIMP,2015,16.7,k$/TJ,ResidentialBuildingBio MethaneImport
TO,2016,RESBDGSGAIMP,2015,16.7,k$/TJ,ResidentialBuildingSynthetic GasImport
TO,2016,RESBDGGEOIMP,2015,0.0,k$/TJ,ResidentialBuildingGeothermal EnergyImport
TO,2016,RESBDGSOLIMP,2015,0.0,k$/TJ,ResidentialBuildingSolarImport
TO,2016,RESBDGSMTNIMP,2015,16.7,k$/TJ,ResidentialBuildingSynthetic MethaneImport
TO,2016,RESBDGELCIMP16,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport16
TO,2016,RESBDGELCIMP17,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport17
TO,2016,RESBDGELCIMP18,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport18
TO,2016,RESBDGELCIMP19,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport19
TO,2016,RESBDGELCIMP20,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport20
TO,2016,RESBDGELCIMP21,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport21
TO,2016,RESBDGELCIMP22,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport22
TO,2016,RESBDGELCIMP23,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport23
TO,2016,RESBDGELCIMP24,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport24
TO,2016,RESBDGELCIMP25,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport25
TO,2016,RESBDGELCIMP26,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport26
TO,2016,RESBDGELCIMP27,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport27
TO,2016,RESBDGELCIMP28,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport28
TO,2016,RESBDGELCIMP29,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport29
TO,2016,RESBDGELCIMP30,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport30
TO,2016,RESBDGELCIMP31,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport31
TO,2016,RESBDGELCIMP32,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport32
TO,2016,RESBDGELCIMP33,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport33
TO,2016,RESBDGELCIMP34,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport34
TO,2016,RESBDGELCIMP35,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport35
TO,2016,RESBDGELCIMP36,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport36
TO,2016,RESBDGELCIMP37,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport37
TO,2016,RESBDGELCIMP38,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport38
TO,2016,RESBDGELCIMP39,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport39
TO,2016,RESBDGELCIMP40,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport40
TO,2016,RESBDGELCIMP41,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport41
TO,2016,RESBDGELCIMP42,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport42
TO,2016,RESBDGELCIMP43,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport43
TO,2016,RESBDGELCIMP44,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport44
TO,2016,RESBDGELCIMP45,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport45
TO,2016,RESBDGELCIMP46,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport46
TO,2016,RESBDGELCIMP47,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport47
TO,2016,RESBDGELCIMP48,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport48
TO,2016,RESBDGELCIMP49,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport49
TO,2016,RESBDGELCIMP50,2015,41.01582931865106,k$/TJ,ResidentialBuildingElectricityImport50
TO,2016,RESBDGETHOSIMP,2015,0.0,k$/TJ,ResidentialBuildingDummyImport
TO,2016,RESBDGBMTNEXP,2015,0.0,k$/TJ,ResidentialBuildingBio MethaneExport
TO,2016,RESBDGHH2EXP,2015,0.0,k$/TJ,ResidentialBuildingHydrogenExport
TO,2016,COMBDGNGAIMP,2015,3.118890921109537,k$/TJ,CommercialBuildingNatural GasImport
TO,2016,COMBDGLFOIMP,2015,20.61600561139368,k$/TJ,CommercialBuildingLight Fuel OilImport
TO,2016,COMBDGHFOIMP,2015,20.61600561139368,k$/TJ,CommercialBuildingHeavy Fuel OilImport
TO,2016,COMBDGPROIMP,2015,8.077587606825077,k$/TJ,CommercialBuildingPropaneImport
TO,2016,COMBDGBMAIMP,2015,4.942513973947407,k$/TJ,CommercialBuildingBiomassImport
TO,2016,COMBDGHH2IMP,2015,71.74156201956825,k$/TJ,CommercialBuildingHydrogenImport
