regions,tech,life,life_notes
TO,RESBDGSDEOldCWA___TPESRELC_23,12,ResidentialBuildingSingle DetachedOldClothe WasherTopEnergy StarElectricity2023
TO,RESBDGSDEOldCWA___TPSTDELC_23,12,ResidentialBuildingSingle DetachedOldClothe WasherTopStandard EfficiencyElectricity2023
TO,RESBDGSDEOldDWA______HIGELC_23,15,ResidentialBuildingSingle DetachedOldDish WasherHigh EfficiencyElectricity2023
TO,RESBDGSDEOldDWA______ESRELC_23,15,ResidentialBuildingSingle DetachedOldDish WasherEnergy StarElectricity2023
TO,RESBDGSDEOldDWA______STDELC_23,15,ResidentialBuildingSingle DetachedOldDish WasherStandard EfficiencyElectricity2023
TO,RESBDGSDEOldLIFLC___HIGELC_23,4,ResidentialBuildingSingle DetachedOldLightingFluocompactHigh EfficiencyElectricity2023
TO,RESBDGSDEOldLIFLC___ESRELC_23,4,ResidentialBuildingSingle DetachedOldLightingFluocompactEnergy StarElectricity2023
TO,RESBDGSDEOldLIFLC___STDELC_23,4,ResidentialBuildingSingle DetachedOldLightingFluocompactStandard EfficiencyElectricity2023
TO,RESBDGSDEOldLIFLUT5HIGELC_23,12,ResidentialBuildingSingle DetachedOldLightingFluorescenteT5High EfficiencyElectricity2023
TO,RESBDGSDEOldLIFLUT8HIGELC_23,9.6,ResidentialBuildingSingle DetachedOldLightingFluorescenteT8High EfficiencyElectricity2023
TO,RESBDGSDEOldLIFLUT12STDELC_23,6,ResidentialBuildingSingle DetachedOldLightingFluorescenteT12Standard EfficiencyElectricity2023
TO,RESBDGSDEOldLIFLUT5STDELC_23,12,ResidentialBuildingSingle DetachedOldLightingFluorescenteT5Standard EfficiencyElectricity2023
TO,RESBDGSDEOldLIFLUT8STDELC_23,8.4,ResidentialBuildingSingle DetachedOldLightingFluorescenteT8Standard EfficiencyElectricity2023
TO,RESBDGSDEOldLIHAL60WSTDELC_23,1,ResidentialBuildingSingle DetachedOldLightingHalogen60WStandard EfficiencyElectricity2023
TO,RESBDGSDEOldLIINC60WSTDELC_23,1,ResidentialBuildingSingle DetachedOldLightingIncandescent60WStandard EfficiencyElectricity2023
TO,RESBDGSDEOldLILED___ESRELC_23,10,ResidentialBuildingSingle DetachedOldLightingLight Emitting DiodeEnergy StarElectricity2023
TO,RESBDGSDEOldLILED___STDELC_23,10,ResidentialBuildingSingle DetachedOldLightingLight Emitting DiodeStandard EfficiencyElectricity2023
TO,RESBDGSDEOldSCCE___HIGELC_23,18,ResidentialBuildingSingle DetachedOldSpace CoolingCentralHigh EfficiencyElectricity2023
TO,RESBDGSDEOldSCCE___ESRELC_23,18,ResidentialBuildingSingle DetachedOldSpace CoolingCentralEnergy StarElectricity2023
TO,RESBDGSDEOldSCCE___STDELC_23,18,ResidentialBuildingSingle DetachedOldSpace CoolingCentralStandard EfficiencyElectricity2023
TO,RESBDGSDEOldSCWA___HIGELC_23,10,ResidentialBuildingSingle DetachedOldSpace CoolingWallHigh EfficiencyElectricity2023
TO,RESBDGSDEOldSCWA___ESRELC_23,10,ResidentialBuildingSingle DetachedOldSpace CoolingWallEnergy StarElectricity2023
TO,RESBDGSDEOldSCWA___STDELC_23,10,ResidentialBuildingSingle DetachedOldSpace CoolingWallStandard EfficiencyElectricity2023
TO,RESBDGSDEOldSCWD___HIGELC_23,10,ResidentialBuildingSingle DetachedOldSpace CoolingWindowHigh EfficiencyElectricity2023
TO,RESBDGSDEOldSCWD___ESRELC_23,10,ResidentialBuildingSingle DetachedOldSpace CoolingWindowEnergy StarElectricity2023
TO,RESBDGSDEOldSCWD___STDELC_23,10,ResidentialBuildingSingle DetachedOldSpace CoolingWindowStandard EfficiencyElectricity2023
TO,RESBDGSDEOldSHSTV___HIGBMA_23,19,ResidentialBuildingSingle DetachedOldSpace HeatingStoveHigh EfficiencyBiomass2023
TO,RESBDGSDEOldSHSTV___STDBMA_23,19,ResidentialBuildingSingle DetachedOldSpace HeatingStoveStandard EfficiencyBiomass2023
TO,RESBDGSDEOldSHFUR___STDELC_23,23,ResidentialBuildingSingle DetachedOldSpace HeatingFurnaceStandard EfficiencyElectricity2023
TO,RESBDGSDEOldSHPLT500WSTDELC_23,40,ResidentialBuildingSingle DetachedOldSpace HeatingPlinthe500WStandard EfficiencyElectricity2023
TO,RESBDGSDEOldSHPLT1000WSTDELC_23,40,ResidentialBuildingSingle DetachedOldSpace HeatingPlinthe1000WStandard EfficiencyElectricity2023
TO,RESBDGSDEOldSHPLT1500WSTDELC_23,40,ResidentialBuildingSingle DetachedOldSpace HeatingPlinthe1500WStandard EfficiencyElectricity2023
TO,RESBDGSDEOldSHBOI___STDHH2_23,12,ResidentialBuildingSingle DetachedOldSpace HeatingBoilerStandard EfficiencyHydrogen2023
TO,RESBDGSDEOldSHFUR___STDKER_23,27,ResidentialBuildingSingle DetachedOldSpace HeatingFurnaceStandard EfficiencyKerosene2023
TO,RESBDGSDEOldSHFUR___HIGLFO_23,27,ResidentialBuildingSingle DetachedOldSpace HeatingFurnaceHigh EfficiencyLight Fuel Oil2023
TO,RESBDGSDEOldSHFUR___STDLFO_23,27,ResidentialBuildingSingle DetachedOldSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2023
TO,RESBDGSDEOldSHPST___HIGBWP_23,19,ResidentialBuildingSingle DetachedOldSpace HeatingPellet stoveHigh EfficiencyWood Pellet2023
TO,RESBDGSDEOldSHPST___STDBWP_23,19,ResidentialBuildingSingle DetachedOldSpace HeatingPellet stoveStandard EfficiencyWood Pellet2023
TO,RESBDGSDEOldSHFIR___HIGPRO_23,19,ResidentialBuildingSingle DetachedOldSpace HeatingFireplaceHigh EfficiencyPropane2023
TO,RESBDGSDEOldSHFIR___STDPRO_23,19,ResidentialBuildingSingle DetachedOldSpace HeatingFireplaceStandard EfficiencyPropane2023
TO,RESBDGSDEOldSHFUR___HIGPRO_23,22,ResidentialBuildingSingle DetachedOldSpace HeatingFurnaceHigh EfficiencyPropane2023
TO,RESBDGSDEOldSHFUR___ESRPRO_23,22,ResidentialBuildingSingle DetachedOldSpace HeatingFurnaceEnergy StarPropane2023
TO,RESBDGSDEOldSHFUR___STDPRO_23,22,ResidentialBuildingSingle DetachedOldSpace HeatingFurnaceStandard EfficiencyPropane2023
TO,RESBDGSDEOldSHZTM___STDETHOS_23,30,ResidentialBuildingSingle DetachedOldSpace HeatingZero Thermal MeasureStandard Efficiency2023
TO,RESBDGSDEOldSHZTM___MEDETHOS_23,30,ResidentialBuildingSingle DetachedOldSpace HeatingZero Thermal MeasureMedium2023
TO,RESBDGSDEOldSHZTM___HIGETHOS_23,30,ResidentialBuildingSingle DetachedOldSpace HeatingZero Thermal MeasureHigh Efficiency2023
TO,RESBDGSDEOldSHZPT___STDETHOS_23,25,ResidentialBuildingSingle DetachedOldSpace HeatingZero Programmable ThermostatStandard Efficiency2023
TO,RESBDGSDEOldWHSYS___STDBMA_23,13,ResidentialBuildingSingle DetachedOldWater HeatingSystemStandard EfficiencyBiomass2023
TO,RESBDGSDEOldWHHEP___HIGELC_23,13,ResidentialBuildingSingle DetachedOldWater HeatingHeat PumpHigh EfficiencyElectricity2023
TO,RESBDGSDEOldWHHEP___ESRELC_23,13,ResidentialBuildingSingle DetachedOldWater HeatingHeat PumpEnergy StarElectricity2023
TO,RESBDGSDEOldWHHEP___STDELC_23,13,ResidentialBuildingSingle DetachedOldWater HeatingHeat PumpStandard EfficiencyElectricity2023
TO,RESBDGSDEOldWHWTK___HIGELC_23,13,ResidentialBuildingSingle DetachedOldWater HeatingWith TankHigh EfficiencyElectricity2023
TO,RESBDGSDEOldWHWTK___STDELC_23,13,ResidentialBuildingSingle DetachedOldWater HeatingWith TankStandard EfficiencyElectricity2023
TO,RESBDGSDEOldWHSYS___STDKER_23,13,ResidentialBuildingSingle DetachedOldWater HeatingSystemStandard EfficiencyKerosene2023
TO,RESBDGSDEOldWHSYS___STDLFO_23,13,ResidentialBuildingSingle DetachedOldWater HeatingSystemStandard EfficiencyLight Fuel Oil2023
TO,RESBDGSDEOldWHSYS___STDBWP_23,13,ResidentialBuildingSingle DetachedOldWater HeatingSystemStandard EfficiencyWood Pellet2023
TO,RESBDGSDEOldWHSYS___STDPRO_23,13,ResidentialBuildingSingle DetachedOldWater HeatingSystemStandard EfficiencyPropane2023
TO,RESBDGSDEOldCDY______STDELC_16,13,ResidentialBuildingSingle DetachedOldClothe DryerStandard EfficiencyElectricity2016
TO,RESBDGSDEOldAPLOTH___STDELC_16,5,ResidentialBuildingSingle DetachedOldAppliancesOtherStandard EfficiencyElectricity2016
TO,RESBDGSDEOldCWA______STDELC_16,12,ResidentialBuildingSingle DetachedOldClothe WasherStandard EfficiencyElectricity2016
TO,RESBDGSDEOldDWA______STDELC_16,15,ResidentialBuildingSingle DetachedOldDish WasherStandard EfficiencyElectricity2016
TO,RESBDGSDEOldFRZ______STDELC_16,22,ResidentialBuildingSingle DetachedOldFreezerStandard EfficiencyElectricity2016
TO,RESBDGSDEOldREF______STDELC_16,17,ResidentialBuildingSingle DetachedOldRefrigeratorStandard EfficiencyElectricity2016
TO,RESBDGSDEOldLILED___HIGELC_16,10,ResidentialBuildingSingle DetachedOldLightingLight Emitting DiodeHigh EfficiencyElectricity2016
TO,RESBDGSDEOldLIFLC___STDELC_16,4,ResidentialBuildingSingle DetachedOldLightingFluocompactStandard EfficiencyElectricity2016
TO,RESBDGSDEOldLIFLU___STDELC_16,6,ResidentialBuildingSingle DetachedOldLightingFluorescenteStandard EfficiencyElectricity2016
TO,RESBDGSDEOldLIHAL___STDELC_16,1,ResidentialBuildingSingle DetachedOldLightingHalogenStandard EfficiencyElectricity2016
TO,RESBDGSDEOldLIINC___STDELC_16,1,ResidentialBuildingSingle DetachedOldLightingIncandescentStandard EfficiencyElectricity2016
TO,RESBDGSDEOldLILED___STDELC_16,10,ResidentialBuildingSingle DetachedOldLightingLight Emitting DiodeStandard EfficiencyElectricity2016
TO,RESBDGSDEOldSCCE___STDELC_16,18,ResidentialBuildingSingle DetachedOldSpace CoolingCentralStandard EfficiencyElectricity2016
TO,RESBDGSDEOldSCRO___STDELC_16,10,ResidentialBuildingSingle DetachedOldSpace CoolingRoomStandard EfficiencyElectricity2016
TO,RESBDGSDEOldSC_________DCO_16,10,ResidentialBuildingSingle DetachedOldSpace CoolingDistrict Cooling2016
TO,RESBDGSDEOldSHFUR___STDBMA_16,19,ResidentialBuildingSingle DetachedOldSpace HeatingFurnaceStandard EfficiencyBiomass2016
TO,RESBDGSDEOldSHHEP___STDELC_16,15,ResidentialBuildingSingle DetachedOldSpace HeatingHeat PumpStandard EfficiencyElectricity2016
TO,RESBDGSDEOldSHPLT___STDELC_16,40,ResidentialBuildingSingle DetachedOldSpace HeatingPlintheStandard EfficiencyElectricity2016
TO,RESBDGSDEOldSHFUR___STDKER_16,27,ResidentialBuildingSingle DetachedOldSpace HeatingFurnaceStandard EfficiencyKerosene2016
TO,RESBDGSDEOldSHFUR___STDLFO_16,27,ResidentialBuildingSingle DetachedOldSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2016
TO,RESBDGSDEOldSHFUR___STDBWP_16,19,ResidentialBuildingSingle DetachedOldSpace HeatingFurnaceStandard EfficiencyWood Pellet2016
TO,RESBDGSDEOldSHFUR___STDPRO_16,19,ResidentialBuildingSingle DetachedOldSpace HeatingFurnaceStandard EfficiencyPropane2016
TO,RESBDGSDEOldSH_________DHE_16,19,ResidentialBuildingSingle DetachedOldSpace HeatingDistrict Heating2016
TO,RESBDGSDEOldWH______STDBMA_16,13,ResidentialBuildingSingle DetachedOldWater HeatingStandard EfficiencyBiomass2016
TO,RESBDGSDEOldWH______STDELC_16,13,ResidentialBuildingSingle DetachedOldWater HeatingStandard EfficiencyElectricity2016
TO,RESBDGSDEOldWH______STDKER_16,13,ResidentialBuildingSingle DetachedOldWater HeatingStandard EfficiencyKerosene2016
TO,RESBDGSDEOldWH______STDLFO_16,13,ResidentialBuildingSingle DetachedOldWater HeatingStandard EfficiencyLight Fuel Oil2016
TO,RESBDGSDEOldWH______STDBWP_16,13,ResidentialBuildingSingle DetachedOldWater HeatingStandard EfficiencyWood Pellet2016
TO,RESBDGSDEOldWH______STDPRO_16,13,ResidentialBuildingSingle DetachedOldWater HeatingStandard EfficiencyPropane2016
TO,RESBDGSDEOldWH_________DHE_16,13,ResidentialBuildingSingle DetachedOldWater HeatingDistrict Heating2016
TO,RESBDGSDEOldRAG______STDELC_16,5,ResidentialBuildingSingle DetachedOldRangeStandard EfficiencyElectricity2016
TO,RESBDGSDENewCDY______HIGELC_23,13,ResidentialBuildingSingle DetachedNewClothe DryerHigh EfficiencyElectricity2023
TO,RESBDGSDENewCDY______ESRELC_23,13,ResidentialBuildingSingle DetachedNewClothe DryerEnergy StarElectricity2023
TO,RESBDGSDENewCDY______STDELC_23,13,ResidentialBuildingSingle DetachedNewClothe DryerStandard EfficiencyElectricity2023
TO,RESBDGSDENewRAG______HIGELC_23,12,ResidentialBuildingSingle DetachedNewRangeHigh EfficiencyElectricity2023
TO,RESBDGSDENewRAG______STDELC_23,12,ResidentialBuildingSingle DetachedNewRangeStandard EfficiencyElectricity2023
TO,RESBDGSDENewCWA___FRHIGELC_23,12,ResidentialBuildingSingle DetachedNewClothe WasherFrontHigh EfficiencyElectricity2023
TO,RESBDGSDENewCWA___FRESRELC_23,12,ResidentialBuildingSingle DetachedNewClothe WasherFrontEnergy StarElectricity2023
TO,RESBDGSDENewCWA___FRSTDELC_23,12,ResidentialBuildingSingle DetachedNewClothe WasherFrontStandard EfficiencyElectricity2023
TO,RESBDGSDENewCWA___TPHIGELC_23,12,ResidentialBuildingSingle DetachedNewClothe WasherTopHigh EfficiencyElectricity2023
TO,RESBDGSDENewCWA___TPESRELC_23,12,ResidentialBuildingSingle DetachedNewClothe WasherTopEnergy StarElectricity2023
TO,RESBDGSDENewCWA___TPSTDELC_23,12,ResidentialBuildingSingle DetachedNewClothe WasherTopStandard EfficiencyElectricity2023
TO,RESBDGSDENewDWA______HIGELC_23,15,ResidentialBuildingSingle DetachedNewDish WasherHigh EfficiencyElectricity2023
TO,RESBDGSDENewDWA______ESRELC_23,15,ResidentialBuildingSingle DetachedNewDish WasherEnergy StarElectricity2023
TO,RESBDGSDENewDWA______STDELC_23,15,ResidentialBuildingSingle DetachedNewDish WasherStandard EfficiencyElectricity2023
TO,RESBDGSDENewLIFLC___HIGELC_23,4,ResidentialBuildingSingle DetachedNewLightingFluocompactHigh EfficiencyElectricity2023
TO,RESBDGSDENewLIFLC___ESRELC_23,4,ResidentialBuildingSingle DetachedNewLightingFluocompactEnergy StarElectricity2023
TO,RESBDGSDENewLIFLC___STDELC_23,4,ResidentialBuildingSingle DetachedNewLightingFluocompactStandard EfficiencyElectricity2023
TO,RESBDGSDENewLIFLUT5HIGELC_23,12,ResidentialBuildingSingle DetachedNewLightingFluorescenteT5High EfficiencyElectricity2023
TO,RESBDGSDENewLIFLUT8HIGELC_23,9.6,ResidentialBuildingSingle DetachedNewLightingFluorescenteT8High EfficiencyElectricity2023
TO,RESBDGSDENewLIFLUT12STDELC_23,6,ResidentialBuildingSingle DetachedNewLightingFluorescenteT12Standard EfficiencyElectricity2023
TO,RESBDGSDENewLIFLUT5STDELC_23,12,ResidentialBuildingSingle DetachedNewLightingFluorescenteT5Standard EfficiencyElectricity2023
TO,RESBDGSDENewLIFLUT8STDELC_23,8.4,ResidentialBuildingSingle DetachedNewLightingFluorescenteT8Standard EfficiencyElectricity2023
TO,RESBDGSDENewLIHAL60WSTDELC_23,1,ResidentialBuildingSingle DetachedNewLightingHalogen60WStandard EfficiencyElectricity2023
TO,RESBDGSDENewLIINC60WSTDELC_23,1,ResidentialBuildingSingle DetachedNewLightingIncandescent60WStandard EfficiencyElectricity2023
TO,RESBDGSDENewLILED___ESRELC_23,10,ResidentialBuildingSingle DetachedNewLightingLight Emitting DiodeEnergy StarElectricity2023
TO,RESBDGSDENewLILED___STDELC_23,10,ResidentialBuildingSingle DetachedNewLightingLight Emitting DiodeStandard EfficiencyElectricity2023
TO,RESBDGSDENewSCCE___HIGELC_23,18,ResidentialBuildingSingle DetachedNewSpace CoolingCentralHigh EfficiencyElectricity2023
TO,RESBDGSDENewSCCE___ESRELC_23,18,ResidentialBuildingSingle DetachedNewSpace CoolingCentralEnergy StarElectricity2023
TO,RESBDGSDENewSCCE___STDELC_23,18,ResidentialBuildingSingle DetachedNewSpace CoolingCentralStandard EfficiencyElectricity2023
TO,RESBDGSDENewSCWA___HIGELC_23,10,ResidentialBuildingSingle DetachedNewSpace CoolingWallHigh EfficiencyElectricity2023
TO,RESBDGSDENewSCWA___ESRELC_23,10,ResidentialBuildingSingle DetachedNewSpace CoolingWallEnergy StarElectricity2023
TO,RESBDGSDENewSCWA___STDELC_23,10,ResidentialBuildingSingle DetachedNewSpace CoolingWallStandard EfficiencyElectricity2023
TO,RESBDGSDENewSCWD___HIGELC_23,10,ResidentialBuildingSingle DetachedNewSpace CoolingWindowHigh EfficiencyElectricity2023
TO,RESBDGSDENewSCWD___ESRELC_23,10,ResidentialBuildingSingle DetachedNewSpace CoolingWindowEnergy StarElectricity2023
TO,RESBDGSDENewSCWD___STDELC_23,10,ResidentialBuildingSingle DetachedNewSpace CoolingWindowStandard EfficiencyElectricity2023
TO,RESBDGSDENewSHSTV___HIGBMA_23,19,ResidentialBuildingSingle DetachedNewSpace HeatingStoveHigh EfficiencyBiomass2023
TO,RESBDGSDENewSHSTV___STDBMA_23,19,ResidentialBuildingSingle DetachedNewSpace HeatingStoveStandard EfficiencyBiomass2023
TO,RESBDGSDENewSHFUR___STDELC_23,23,ResidentialBuildingSingle DetachedNewSpace HeatingFurnaceStandard EfficiencyElectricity2023
TO,RESBDGSDENewSHPLT500WSTDELC_23,40,ResidentialBuildingSingle DetachedNewSpace HeatingPlinthe500WStandard EfficiencyElectricity2023
TO,RESBDGSDENewSHPLT1000WSTDELC_23,40,ResidentialBuildingSingle DetachedNewSpace HeatingPlinthe1000WStandard EfficiencyElectricity2023
TO,RESBDGSDENewSHPLT1500WSTDELC_23,40,ResidentialBuildingSingle DetachedNewSpace HeatingPlinthe1500WStandard EfficiencyElectricity2023
TO,RESBDGSDENewSHBOI___STDHH2_23,12,ResidentialBuildingSingle DetachedNewSpace HeatingBoilerStandard EfficiencyHydrogen2023
TO,RESBDGSDENewSHFUR___STDKER_23,27,ResidentialBuildingSingle DetachedNewSpace HeatingFurnaceStandard EfficiencyKerosene2023
TO,RESBDGSDENewSHFUR___HIGLFO_23,27,ResidentialBuildingSingle DetachedNewSpace HeatingFurnaceHigh EfficiencyLight Fuel Oil2023
TO,RESBDGSDENewSHFUR___STDLFO_23,27,ResidentialBuildingSingle DetachedNewSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2023
TO,RESBDGSDENewSHPST___HIGBWP_23,19,ResidentialBuildingSingle DetachedNewSpace HeatingPellet stoveHigh EfficiencyWood Pellet2023
TO,RESBDGSDENewSHPST___STDBWP_23,19,ResidentialBuildingSingle DetachedNewSpace HeatingPellet stoveStandard EfficiencyWood Pellet2023
TO,RESBDGSDENewSHFIR___HIGPRO_23,19,ResidentialBuildingSingle DetachedNewSpace HeatingFireplaceHigh EfficiencyPropane2023
TO,RESBDGSDENewSHFIR___STDPRO_23,19,ResidentialBuildingSingle DetachedNewSpace HeatingFireplaceStandard EfficiencyPropane2023
TO,RESBDGSDENewSHFUR___HIGPRO_23,22,ResidentialBuildingSingle DetachedNewSpace HeatingFurnaceHigh EfficiencyPropane2023
TO,RESBDGSDENewSHFUR___ESRPRO_23,22,ResidentialBuildingSingle DetachedNewSpace HeatingFurnaceEnergy StarPropane2023
TO,RESBDGSDENewSHFUR___STDPRO_23,22,ResidentialBuildingSingle DetachedNewSpace HeatingFurnaceStandard EfficiencyPropane2023
TO,RESBDGSDENewSHZTM___STDETHOS_23,30,ResidentialBuildingSingle DetachedNewSpace HeatingZero Thermal MeasureStandard Efficiency2023
TO,RESBDGSDENewSHZTM___MEDETHOS_23,30,ResidentialBuildingSingle DetachedNewSpace HeatingZero Thermal MeasureMedium2023
TO,RESBDGSDENewSHZTM___HIGETHOS_23,30,ResidentialBuildingSingle DetachedNewSpace HeatingZero Thermal MeasureHigh Efficiency2023
TO,RESBDGSDENewSHZPT___STDETHOS_23,25,ResidentialBuildingSingle DetachedNewSpace HeatingZero Programmable ThermostatStandard Efficiency2023
TO,RESBDGSDENewWHSYS___STDBMA_23,13,ResidentialBuildingSingle DetachedNewWater HeatingSystemStandard EfficiencyBiomass2023
TO,RESBDGSDENewWHHEP___HIGELC_23,13,ResidentialBuildingSingle DetachedNewWater HeatingHeat PumpHigh EfficiencyElectricity2023
TO,RESBDGSDENewWHHEP___ESRELC_23,13,ResidentialBuildingSingle DetachedNewWater HeatingHeat PumpEnergy StarElectricity2023
TO,RESBDGSDENewWHHEP___STDELC_23,13,ResidentialBuildingSingle DetachedNewWater HeatingHeat PumpStandard EfficiencyElectricity2023
TO,RESBDGSDENewWHWTK___HIGELC_23,13,ResidentialBuildingSingle DetachedNewWater HeatingWith TankHigh EfficiencyElectricity2023
TO,RESBDGSDENewWHWTK___STDELC_23,13,ResidentialBuildingSingle DetachedNewWater HeatingWith TankStandard EfficiencyElectricity2023
TO,RESBDGSDENewWHSYS___STDKER_23,13,ResidentialBuildingSingle DetachedNewWater HeatingSystemStandard EfficiencyKerosene2023
TO,RESBDGSDENewWHSYS___STDLFO_23,13,ResidentialBuildingSingle DetachedNewWater HeatingSystemStandard EfficiencyLight Fuel Oil2023
TO,RESBDGSDENewWHSYS___STDBWP_23,13,ResidentialBuildingSingle DetachedNewWater HeatingSystemStandard EfficiencyWood Pellet2023
TO,RESBDGSDENewWHSYS___STDPRO_23,13,ResidentialBuildingSingle DetachedNewWater HeatingSystemStandard EfficiencyPropane2023
TO,RESBDGSDENewCDY______STDELC_16,13,ResidentialBuildingSingle DetachedNewClothe DryerStandard EfficiencyElectricity2016
TO,RESBDGSDENewAPLOTH___STDELC_16,5,ResidentialBuildingSingle DetachedNewAppliancesOtherStandard EfficiencyElectricity2016
TO,RESBDGSDENewCWA______STDELC_16,12,ResidentialBuildingSingle DetachedNewClothe WasherStandard EfficiencyElectricity2016
TO,RESBDGSDENewDWA______STDELC_16,15,ResidentialBuildingSingle DetachedNewDish WasherStandard EfficiencyElectricity2016
TO,RESBDGSDENewFRZ______STDELC_16,22,ResidentialBuildingSingle DetachedNewFreezerStandard EfficiencyElectricity2016
TO,RESBDGSDENewREF______STDELC_16,17,ResidentialBuildingSingle DetachedNewRefrigeratorStandard EfficiencyElectricity2016
TO,RESBDGSDENewLILED___HIGELC_16,10,ResidentialBuildingSingle DetachedNewLightingLight Emitting DiodeHigh EfficiencyElectricity2016
TO,RESBDGSDENewLIFLC___STDELC_16,4,ResidentialBuildingSingle DetachedNewLightingFluocompactStandard EfficiencyElectricity2016
TO,RESBDGSDENewLIFLU___STDELC_16,6,ResidentialBuildingSingle DetachedNewLightingFluorescenteStandard EfficiencyElectricity2016
TO,RESBDGSDENewLIHAL___STDELC_16,1,ResidentialBuildingSingle DetachedNewLightingHalogenStandard EfficiencyElectricity2016
TO,RESBDGSDENewLIINC___STDELC_16,1,ResidentialBuildingSingle DetachedNewLightingIncandescentStandard EfficiencyElectricity2016
TO,RESBDGSDENewLILED___STDELC_16,10,ResidentialBuildingSingle DetachedNewLightingLight Emitting DiodeStandard EfficiencyElectricity2016
TO,RESBDGSDENewSCCE___STDELC_16,18,ResidentialBuildingSingle DetachedNewSpace CoolingCentralStandard EfficiencyElectricity2016
TO,RESBDGSDENewSCRO___STDELC_16,10,ResidentialBuildingSingle DetachedNewSpace CoolingRoomStandard EfficiencyElectricity2016
TO,RESBDGSDENewSC_________DCO_16,10,ResidentialBuildingSingle DetachedNewSpace CoolingDistrict Cooling2016
TO,RESBDGSDENewSHFUR___STDBMA_16,19,ResidentialBuildingSingle DetachedNewSpace HeatingFurnaceStandard EfficiencyBiomass2016
TO,RESBDGSDENewSHHEP___STDELC_16,15,ResidentialBuildingSingle DetachedNewSpace HeatingHeat PumpStandard EfficiencyElectricity2016
TO,RESBDGSDENewSHPLT___STDELC_16,40,ResidentialBuildingSingle DetachedNewSpace HeatingPlintheStandard EfficiencyElectricity2016
TO,RESBDGSDENewSHFUR___STDKER_16,27,ResidentialBuildingSingle DetachedNewSpace HeatingFurnaceStandard EfficiencyKerosene2016
TO,RESBDGSDENewSHFUR___STDLFO_16,27,ResidentialBuildingSingle DetachedNewSpace HeatingFurnaceStandard EfficiencyLight Fuel Oil2016
TO,RESBDGSDENewSHFUR___STDBWP_16,19,ResidentialBuildingSingle DetachedNewSpace HeatingFurnaceStandard EfficiencyWood Pellet2016
TO,RESBDGSDENewSHFUR___STDPRO_16,19,ResidentialBuildingSingle DetachedNewSpace HeatingFurnaceStandard EfficiencyPropane2016
TO,RESBDGSDENewSH_________DHE_16,19,ResidentialBuildingSingle DetachedNewSpace HeatingDistrict Heating2016
TO,RESBDGSDENewWH______STDBMA_16,13,ResidentialBuildingSingle DetachedNewWater HeatingStandard EfficiencyBiomass2016
TO,RESBDGSDENewWH______STDELC_16,13,ResidentialBuildingSingle DetachedNewWater HeatingStandard EfficiencyElectricity2016
TO,RESBDGSDENewWH______STDKER_16,13,ResidentialBuildingSingle DetachedNewWater HeatingStandard EfficiencyKerosene2016
TO,RESBDGSDENewWH______STDLFO_16,13,ResidentialBuildingSingle DetachedNewWater HeatingStandard EfficiencyLight Fuel Oil2016
TO,RESBDGSDENewWH______STDBWP_16,13,ResidentialBuildingSingle DetachedNewWater HeatingStandard EfficiencyWood Pellet2016
TO,RESBDGSDENewWH______STDPRO_16,13,ResidentialBuildingSingle DetachedNewWater HeatingStandard EfficiencyPropane2016
TO,RESBDGSDENewWH_________DHE_16,13,ResidentialBuildingSingle DetachedNewWater HeatingDistrict Heating2016
TO,RESBDGSDENewRAG______STDELC_16,5,ResidentialBuildingSingle DetachedNewRangeStandard EfficiencyElectricity2016
TO,RESBDGSATOldCDY______HIGELC_23,13,ResidentialBuildingSingle AttachedOldClothe DryerHigh EfficiencyElectricity2023
TO,RESBDGSATOldCDY______ESRELC_23,13,ResidentialBuildingSingle AttachedOldClothe DryerEnergy StarElectricity2023
TO,RESBDGSATOldCDY______STDELC_23,13,ResidentialBuildingSingle AttachedOldClothe DryerStandard EfficiencyElectricity2023
TO,RESBDGSATOldRAG______HIGELC_23,12,ResidentialBuildingSingle AttachedOldRangeHigh EfficiencyElectricity2023
TO,RESBDGSATOldRAG______STDELC_23,12,ResidentialBuildingSingle AttachedOldRangeStandard EfficiencyElectricity2023
TO,RESBDGSATOldCWA___FRHIGELC_23,12,ResidentialBuildingSingle AttachedOldClothe WasherFrontHigh EfficiencyElectricity2023
TO,RESBDGSATOldCWA___FRESRELC_23,12,ResidentialBuildingSingle AttachedOldClothe WasherFrontEnergy StarElectricity2023
TO,RESBDGSATOldCWA___FRSTDELC_23,12,ResidentialBuildingSingle AttachedOldClothe WasherFrontStandard EfficiencyElectricity2023
TO,RESBDGSATOldCWA___TPHIGELC_23,12,ResidentialBuildingSingle AttachedOldClothe WasherTopHigh EfficiencyElectricity2023
TO,RESBDGSATOldCWA___TPESRELC_23,12,ResidentialBuildingSingle AttachedOldClothe WasherTopEnergy StarElectricity2023
TO,RESBDGSATOldCWA___TPSTDELC_23,12,ResidentialBuildingSingle AttachedOldClothe WasherTopStandard EfficiencyElectricity2023
TO,RESBDGSATOldDWA______HIGELC_23,15,ResidentialBuildingSingle AttachedOldDish WasherHigh EfficiencyElectricity2023
TO,RESBDGSATOldDWA______ESRELC_23,15,ResidentialBuildingSingle AttachedOldDish WasherEnergy StarElectricity2023
