regions,periods,tech,vintage,cost_variable,cost_variable_units,cost_variable_notes
TO,2032,PASTRAROABUSURBTBUCONVDSL____23,2025,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2032,PASTRAROABUSURBTBUCONVDSL____23,2026,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2032,PASTRAROABUSURBTBUCONVDSL____23,2027,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2032,PASTRAROABUSURBTBUCONVDSL____23,2028,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2032,PASTRAROABUSURBTBUCONVDSL____23,2029,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2032,PASTRAROABUSURBTBUCONVDSL____23,2030,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2032,PASTRAROABUSURBTBUCONVDSL____23,2031,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2032,PASTRAROABUSURBTBUCONVDSL____23,2032,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2033,PASTRAROABUSURBTBUCONVDSL____23,2023,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2033,PASTRAROABUSURBTBUCONVDSL____23,2024,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2033,PASTRAROABUSURBTBUCONVDSL____23,2025,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2033,PASTRAROABUSURBTBUCONVDSL____23,2026,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2033,PASTRAROABUSURBTBUCONVDSL____23,2027,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2033,PASTRAROABUSURBTBUCONVDSL____23,2028,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2033,PASTRAROABUSURBTBUCONVDSL____23,2029,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2033,PASTRAROABUSURBTBUCONVDSL____23,2030,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2033,PASTRAROABUSURBTBUCONVDSL____23,2031,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2033,PASTRAROABUSURBTBUCONVDSL____23,2032,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2033,PASTRAROABUSURBTBUCONVDSL____23,2033,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2034,PASTRAROABUSURBTBUCONVDSL____23,2023,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2034,PASTRAROABUSURBTBUCONVDSL____23,2024,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2034,PASTRAROABUSURBTBUCONVDSL____23,2025,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2034,PASTRAROABUSURBTBUCONVDSL____23,2026,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2034,PASTRAROABUSURBTBUCONVDSL____23,2027,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2034,PASTRAROABUSURBTBUCONVDSL____23,2028,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2034,PASTRAROABUSURBTBUCONVDSL____23,2029,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2034,PASTRAROABUSURBTBUCONVDSL____23,2030,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2034,PASTRAROABUSURBTBUCONVDSL____23,2031,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2034,PASTRAROABUSURBTBUCONVDSL____23,2032,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2034,PASTRAROABUSURBTBUCONVDSL____23,2033,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2034,PASTRAROABUSURBTBUCONVDSL____23,2034,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2035,PASTRAROABUSURBTBUCONVDSL____23,2023,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2035,PASTRAROABUSURBTBUCONVDSL____23,2024,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2035,PASTRAROABUSURBTBUCONVDSL____23,2025,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2035,PASTRAROABUSURBTBUCONVDSL____23,2026,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2035,PASTRAROABUSURBTBUCONVDSL____23,2027,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2035,PASTRAROABUSURBTBUCONVDSL____23,2028,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2035,PASTRAROABUSURBTBUCONVDSL____23,2029,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2035,PASTRAROABUSURBTBUCONVDSL____23,2030,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2035,PASTRAROABUSURBTBUCONVDSL____23,2031,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2035,PASTRAROABUSURBTBUCONVDSL____23,2032,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2035,PASTRAROABUSURBTBUCONVDSL____23,2033,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2035,PASTRAROABUSURBTBUCONVDSL____23,2034,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2035,PASTRAROABUSURBTBUCONVDSL____23,2035,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2036,PASTRAROABUSURBTBUCONVDSL____23,2023,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2036,PASTRAROABUSURBTBUCONVDSL____23,2024,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2036,PASTRAROABUSURBTBUCONVDSL____23,2025,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2036,PASTRAROABUSURBTBUCONVDSL____23,2026,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2036,PASTRAROABUSURBTBUCONVDSL____23,2027,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2036,PASTRAROABUSURBTBUCONVDSL____23,2028,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2036,PASTRAROABUSURBTBUCONVDSL____23,2029,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2036,PASTRAROABUSURBTBUCONVDSL____23,2030,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2036,PASTRAROABUSURBTBUCONVDSL____23,2031,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2036,PASTRAROABUSURBTBUCONVDSL____23,2032,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2036,PASTRAROABUSURBTBUCONVDSL____23,2033,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2036,PASTRAROABUSURBTBUCONVDSL____23,2034,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2036,PASTRAROABUSURBTBUCONVDSL____23,2035,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2036,PASTRAROABUSURBTBUCONVDSL____23,2036,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2037,PASTRAROABUSURBTBUCONVDSL____23,2023,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2037,PASTRAROABUSURBTBUCONVDSL____23,2024,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2037,PASTRAROABUSURBTBUCONVDSL____23,2025,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2037,PASTRAROABUSURBTBUCONVDSL____23,2026,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2037,PASTRAROABUSURBTBUCONVDSL____23,2027,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2037,PASTRAROABUSURBTBUCONVDSL____23,2028,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2037,PASTRAROABUSURBTBUCONVDSL____23,2029,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2037,PASTRAROABUSURBTBUCONVDSL____23,2030,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2037,PASTRAROABUSURBTBUCONVDSL____23,2031,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2037,PASTRAROABUSURBTBUCONVDSL____23,2032,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2037,PASTRAROABUSURBTBUCONVDSL____23,2033,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2037,PASTRAROABUSURBTBUCONVDSL____23,2034,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2037,PASTRAROABUSURBTBUCONVDSL____23,2035,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2037,PASTRAROABUSURBTBUCONVDSL____23,2036,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2037,PASTRAROABUSURBTBUCONVDSL____23,2037,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2038,PASTRAROABUSURBTBUCONVDSL____23,2024,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2038,PASTRAROABUSURBTBUCONVDSL____23,2025,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2038,PASTRAROABUSURBTBUCONVDSL____23,2026,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2038,PASTRAROABUSURBTBUCONVDSL____23,2027,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2038,PASTRAROABUSURBTBUCONVDSL____23,2028,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2038,PASTRAROABUSURBTBUCONVDSL____23,2029,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2038,PASTRAROABUSURBTBUCONVDSL____23,2030,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2038,PASTRAROABUSURBTBUCONVDSL____23,2031,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2038,PASTRAROABUSURBTBUCONVDSL____23,2032,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2038,PASTRAROABUSURBTBUCONVDSL____23,2033,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2038,PASTRAROABUSURBTBUCONVDSL____23,2034,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2038,PASTRAROABUSURBTBUCONVDSL____23,2035,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2038,PASTRAROABUSURBTBUCONVDSL____23,2036,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2038,PASTRAROABUSURBTBUCONVDSL____23,2037,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2038,PASTRAROABUSURBTBUCONVDSL____23,2038,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2039,PASTRAROABUSURBTBUCONVDSL____23,2025,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2039,PASTRAROABUSURBTBUCONVDSL____23,2026,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2039,PASTRAROABUSURBTBUCONVDSL____23,2027,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2039,PASTRAROABUSURBTBUCONVDSL____23,2028,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2039,PASTRAROABUSURBTBUCONVDSL____23,2029,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2039,PASTRAROABUSURBTBUCONVDSL____23,2030,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2039,PASTRAROABUSURBTBUCONVDSL____23,2031,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2039,PASTRAROABUSURBTBUCONVDSL____23,2032,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2039,PASTRAROABUSURBTBUCONVDSL____23,2033,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2039,PASTRAROABUSURBTBUCONVDSL____23,2034,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2039,PASTRAROABUSURBTBUCONVDSL____23,2035,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2039,PASTRAROABUSURBTBUCONVDSL____23,2036,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2039,PASTRAROABUSURBTBUCONVDSL____23,2037,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2039,PASTRAROABUSURBTBUCONVDSL____23,2038,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2039,PASTRAROABUSURBTBUCONVDSL____23,2039,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2040,PASTRAROABUSURBTBUCONVDSL____23,2026,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2040,PASTRAROABUSURBTBUCONVDSL____23,2027,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2040,PASTRAROABUSURBTBUCONVDSL____23,2028,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2040,PASTRAROABUSURBTBUCONVDSL____23,2029,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2040,PASTRAROABUSURBTBUCONVDSL____23,2030,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2040,PASTRAROABUSURBTBUCONVDSL____23,2031,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2040,PASTRAROABUSURBTBUCONVDSL____23,2032,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2040,PASTRAROABUSURBTBUCONVDSL____23,2033,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2040,PASTRAROABUSURBTBUCONVDSL____23,2034,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
TO,2040,PASTRAROABUSURBTBUCONVDSL____23,2035,0.53886348,k$/MVkm,PassengerTransportationRoadInter-city BusesUrban Bus TTC BusConventionnalDiesel2023
