regions,tech,life,life_notes
TO,PASTRAROABUSIUBDURTCONVGAS____23,10.0,PassengerTransportationRoadInter-city BusesInter Urban BusDurham RTConventionnalGasoline2023
TO,PASTRAROABUSIUBDURTCELLHH2____23,10.0,PassengerTransportationRoadInter-city BusesInter Urban BusDurham RTFuel Cell VehicleHydrogen2023
TO,PASTRAROABUSIUBDURTCATENGAELC_25,10.0,PassengerTransportationRoadInter-city BusesInter Urban BusDurham RTCatenaryNatural GasElectricity2025
TO,PASTRAROABUSIUBDURTCONVNGA____23,15.0,PassengerTransportationRoadInter-city BusesInter Urban BusDurham RTConventionnalNatural Gas2023
TO,PASTRAROABUSIUBDURTPHEVNGAELC_23,10.0,PassengerTransportationRoadInter-city BusesInter Urban BusDurham RTPlug Hybrid VehicleNatural GasElectricity2023
TO,PASTRAROABUSIUBDURTCATERDSLELC_25,10.0,PassengerTransportationRoadInter-city BusesInter Urban BusDurham RTCatenaryRenewable DieselElectricity2025
TO,PASTRAROABUSIUBDURTCONVRDSL____23,10.0,PassengerTransportationRoadInter-city BusesInter Urban BusDurham RTConventionnalRenewable Diesel2023
TO,PASTRAROABUSIUBDURTHYBRDSL____23,10.0,PassengerTransportationRoadInter-city BusesInter Urban BusDurham RTHybridRenewable Diesel2023
TO,PASTRAROABUSIUBDURTPHEVRDSLELC_23,10.0,PassengerTransportationRoadInter-city BusesInter Urban BusDurham RTPlug Hybrid VehicleRenewable DieselElectricity2023
TO,PASTRAROABUSIUBDURTCONVDSL____16,10.0,PassengerTransportationRoadInter-city BusesInter Urban BusDurham RTConventionnalDiesel2016
TO,PASTRAROABUSIUBDURTCONVGAS____16,10.0,PassengerTransportationRoadInter-city BusesInter Urban BusDurham RTConventionnalGasoline2016
TO,PASTRAROABUSSCB___CONVDSL____23,15.0,PassengerTransportationRoadInter-city BusesSchool BusConventionnalDiesel2023
TO,PASTRAROABUSSCB___HYBDSL____23,15.0,PassengerTransportationRoadInter-city BusesSchool BusHybridDiesel2023
TO,PASTRAROABUSSCB___MHYBDSL____23,15.0,PassengerTransportationRoadInter-city BusesSchool BusHybridDiesel2023
TO,PASTRAROABUSSCB___PHEVDSLELC_23,15.0,PassengerTransportationRoadInter-city BusesSchool BusPlug Hybrid VehicleDieselElectricity2023
TO,PASTRAROABUSSCB___BEVBELC____23,15.0,PassengerTransportationRoadInter-city BusesSchool BusBattery Electric VehicleBattery Electric Vehicle2023
TO,PASTRAROABUSSCB___CONVGAS____23,15.0,PassengerTransportationRoadInter-city BusesSchool BusConventionnalGasoline2023
TO,PASTRAROABUSSCB___CELLHH2____23,15.0,PassengerTransportationRoadInter-city BusesSchool BusFuel Cell VehicleHydrogen2023
TO,PASTRAROABUSSCB___CONVNGA____23,15.0,PassengerTransportationRoadInter-city BusesSchool BusConventionnalNatural Gas2023
TO,PASTRAROABUSSCB___CONVRDSL____23,15.0,PassengerTransportationRoadInter-city BusesSchool BusConventionnalRenewable Diesel2023
TO,PASTRAROABUSSCB___HYBRDSL____23,15.0,PassengerTransportationRoadInter-city BusesSchool BusHybridRenewable Diesel2023
TO,PASTRAROABUSSCB___MHYBRDSL____23,15.0,PassengerTransportationRoadInter-city BusesSchool BusHybridRenewable Diesel2023
TO,PASTRAROABUSSCB___PHEVRDSLELC_23,15.0,PassengerTransportationRoadInter-city BusesSchool BusPlug Hybrid VehicleRenewable DieselElectricity2023
TO,PASTRAROABUSSCB___CONVDSL____16,15.0,PassengerTransportationRoadInter-city BusesSchool BusConventionnalDiesel2016
TO,PASTRAROABUSSCB___CONVGAS____16,15.0,PassengerTransportationRoadInter-city BusesSchool BusConventionnalGasoline2016
TO,PASTRAROABUSSCB___CONVNGA____16,20.0,PassengerTransportationRoadInter-city BusesSchool BusConventionnalNatural Gas2016
TO,PASTRAROACAR___RSHCONVDSL____23,15.0,PassengerTransportationRoadCarsPaid RidershareConventionnalDiesel2023
TO,PASTRAROACAR___RSHHYBDSL____23,15.0,PassengerTransportationRoadCarsPaid RidershareHybridDiesel2023
TO,PASTRAROACAR___RSHBEV320BELC____23,15.0,PassengerTransportationRoadCarsPaid Ridershare320VElectricityBattery Electric Vehicle2023
TO,PASTRAROACAR___RSHBEV480BELC____23,15.0,PassengerTransportationRoadCarsPaid Ridershare480VElectricityBattery Electric Vehicle2023
TO,PASTRAROACAR___RSHBEV640BELC____23,15.0,PassengerTransportationRoadCarsPaid Ridershare640VElectricityBattery Electric Vehicle2023
TO,PASTRAROACAR___RSHCONVGAS____23,15.0,PassengerTransportationRoadCarsPaid RidershareConventionnalGasoline2023
TO,PASTRAROACAR___RSHHYBGAS____23,15.0,PassengerTransportationRoadCarsPaid RidershareHybridGasoline2023
TO,PASTRAROACAR___RSHPHEVGASELC_23,15.0,PassengerTransportationRoadCarsPaid RidersharePlug Hybrid VehicleGasolineElectricity2023
TO,PASTRAROACAR___RSHCELLHH2____23,15.0,PassengerTransportationRoadCarsPaid RidershareFuel Cell VehicleHydrogen2023
TO,PASTRAROACAR___RSHCONVNGABIF_23,15.0,PassengerTransportationRoadCarsPaid RidershareConventionnalNatural GasBi Fuel2023
TO,PASTRAROACAR___RSHCONVNGA____23,15.0,PassengerTransportationRoadCarsPaid RidershareConventionnalNatural Gas2023
TO,PASTRAROACAR___RSHCONVPROBIF_23,15.0,PassengerTransportationRoadCarsPaid RidershareConventionnalPropaneBi Fuel2023
TO,PASTRAROACAR___RSHCONVPRO____23,15.0,PassengerTransportationRoadCarsPaid RidershareConventionnalPropane2023
TO,PASTRAROACAR___RSHCONVRDSL____23,15.0,PassengerTransportationRoadCarsPaid RidershareConventionnalRenewable Diesel2023
TO,PASTRAROACAR___RSHHYBRDSL____23,15.0,PassengerTransportationRoadCarsPaid RidershareHybridRenewable Diesel2023
TO,PASTRAROACAR___RSHCONVDSL____16,15.0,PassengerTransportationRoadCarsPaid RidershareConventionnalDiesel2016
TO,PASTRAROACAR___RSHCONVGAS____16,15.0,PassengerTransportationRoadCarsPaid RidershareConventionnalGasoline2016
TO,PASTRAROACAR___RSHCONVNGA____16,20.0,PassengerTransportationRoadCarsPaid RidershareConventionnalNatural Gas2016
TO,PASTRAROACAR___RSHCONVPRO____16,20.0,PassengerTransportationRoadCarsPaid RidershareConventionnalPropane2016
TO,PASTRAROACAR___TAXCONVDSL____23,15.0,PassengerTransportationRoadCarsTaxi passengerConventionnalDiesel2023
TO,PASTRAROACAR___TAXHYBDSL____23,15.0,PassengerTransportationRoadCarsTaxi passengerHybridDiesel2023
TO,PASTRAROACAR___TAXBEV320BELC____23,15.0,PassengerTransportationRoadCarsTaxi passenger320VElectricityBattery Electric Vehicle2023
TO,PASTRAROACAR___TAXBEV480BELC____23,15.0,PassengerTransportationRoadCarsTaxi passenger480VElectricityBattery Electric Vehicle2023
TO,PASTRAROACAR___TAXBEV640BELC____23,15.0,PassengerTransportationRoadCarsTaxi passenger640VElectricityBattery Electric Vehicle2023
TO,PASTRAROACAR___TAXCONVGAS____23,15.0,PassengerTransportationRoadCarsTaxi passengerConventionnalGasoline2023
TO,PASTRAROACAR___TAXHYBGAS____23,15.0,PassengerTransportationRoadCarsTaxi passengerHybridGasoline2023
TO,PASTRAROACAR___TAXPHEVGASELC_23,15.0,PassengerTransportationRoadCarsTaxi passengerPlug Hybrid VehicleGasolineElectricity2023
TO,PASTRAROACAR___TAXCELLHH2____23,15.0,PassengerTransportationRoadCarsTaxi passengerFuel Cell VehicleHydrogen2023
TO,PASTRAROACAR___TAXCONVNGABIF_23,15.0,PassengerTransportationRoadCarsTaxi passengerConventionnalNatural GasBi Fuel2023
TO,PASTRAROACAR___TAXCONVNGA____23,15.0,PassengerTransportationRoadCarsTaxi passengerConventionnalNatural Gas2023
TO,PASTRAROACAR___TAXCONVPROBIF_23,15.0,PassengerTransportationRoadCarsTaxi passengerConventionnalPropaneBi Fuel2023
TO,PASTRAROACAR___TAXCONVPRO____23,15.0,PassengerTransportationRoadCarsTaxi passengerConventionnalPropane2023
TO,PASTRAROACAR___TAXCONVRDSL____23,15.0,PassengerTransportationRoadCarsTaxi passengerConventionnalRenewable Diesel2023
TO,PASTRAROACAR___TAXHYBRDSL____23,15.0,PassengerTransportationRoadCarsTaxi passengerHybridRenewable Diesel2023
TO,PASTRAROACAR___TAXCONVDSL____16,15.0,PassengerTransportationRoadCarsTaxi passengerConventionnalDiesel2016
TO,PASTRAROACAR___TAXCONVGAS____16,15.0,PassengerTransportationRoadCarsTaxi passengerConventionnalGasoline2016
TO,PASTRAROACAR___TAXCONVNGA____16,20.0,PassengerTransportationRoadCarsTaxi passengerConventionnalNatural Gas2016
TO,PASTRAROACAR___TAXCONVPRO____16,20.0,PassengerTransportationRoadCarsTaxi passengerConventionnalPropane2016
TO,PASTRAROACAR___ADRCONVDSL____23,15.0,PassengerTransportationRoadCarsAuto driverConventionnalDiesel2023
TO,PASTRAROACAR___ADRHYBDSL____23,15.0,PassengerTransportationRoadCarsAuto driverHybridDiesel2023
TO,PASTRAROACAR___ADRBEV320BELC____23,15.0,PassengerTransportationRoadCarsAuto driver320VElectricityBattery Electric Vehicle2023
TO,PASTRAROACAR___ADRBEV480BELC____23,15.0,PassengerTransportationRoadCarsAuto driver480VElectricityBattery Electric Vehicle2023
TO,PASTRAROACAR___ADRBEV640BELC____23,15.0,PassengerTransportationRoadCarsAuto driver640VElectricityBattery Electric Vehicle2023
TO,PASTRAROACAR___ADRCONVGAS____23,15.0,PassengerTransportationRoadCarsAuto driverConventionnalGasoline2023
TO,PASTRAROACAR___ADRHYBGAS____23,15.0,PassengerTransportationRoadCarsAuto driverHybridGasoline2023
TO,PASTRAROACAR___ADRPHEVGASELC_23,15.0,PassengerTransportationRoadCarsAuto driverPlug Hybrid VehicleGasolineElectricity2023
TO,PASTRAROACAR___ADRCELLHH2____23,15.0,PassengerTransportationRoadCarsAuto driverFuel Cell VehicleHydrogen2023
TO,PASTRAROACAR___ADRCONVNGABIF_23,15.0,PassengerTransportationRoadCarsAuto driverConventionnalNatural GasBi Fuel2023
TO,PASTRAROACAR___ADRCONVNGA____23,15.0,PassengerTransportationRoadCarsAuto driverConventionnalNatural Gas2023
TO,PASTRAROACAR___ADRCONVPROBIF_23,15.0,PassengerTransportationRoadCarsAuto driverConventionnalPropaneBi Fuel2023
TO,PASTRAROACAR___ADRCONVPRO____23,15.0,PassengerTransportationRoadCarsAuto driverConventionnalPropane2023
TO,PASTRAROACAR___ADRCONVRDSL____23,15.0,PassengerTransportationRoadCarsAuto driverConventionnalRenewable Diesel2023
TO,PASTRAROACAR___ADRHYBRDSL____23,15.0,PassengerTransportationRoadCarsAuto driverHybridRenewable Diesel2023
TO,PASTRAROACAR___ADRCONVDSL____16,15.0,PassengerTransportationRoadCarsAuto driverConventionnalDiesel2016
TO,PASTRAROACAR___ADRCONVGAS____16,15.0,PassengerTransportationRoadCarsAuto driverConventionnalGasoline2016
TO,PASTRAROACAR___ADRCONVNGA____16,20.0,PassengerTransportationRoadCarsAuto driverConventionnalNatural Gas2016
TO,PASTRAROACAR___ADRCONVPRO____16,20.0,PassengerTransportationRoadCarsAuto driverConventionnalPropane2016
TO,PASTRAROACAR___APGCONVDSL____23,15.0,PassengerTransportationRoadCarsAuto passengerConventionnalDiesel2023
TO,PASTRAROACAR___APGHYBDSL____23,15.0,PassengerTransportationRoadCarsAuto passengerHybridDiesel2023
TO,PASTRAROACAR___APGBEV320BELC____23,15.0,PassengerTransportationRoadCarsAuto passenger320VElectricityBattery Electric Vehicle2023
TO,PASTRAROACAR___APGBEV480BELC____23,15.0,PassengerTransportationRoadCarsAuto passenger480VElectricityBattery Electric Vehicle2023
TO,PASTRAROACAR___APGBEV640BELC____23,15.0,PassengerTransportationRoadCarsAuto passenger640VElectricityBattery Electric Vehicle2023
TO,PASTRAROACAR___APGCONVGAS____23,15.0,PassengerTransportationRoadCarsAuto passengerConventionnalGasoline2023
TO,PASTRAROACAR___APGHYBGAS____23,15.0,PassengerTransportationRoadCarsAuto passengerHybridGasoline2023
TO,PASTRAROACAR___APGPHEVGASELC_23,15.0,PassengerTransportationRoadCarsAuto passengerPlug Hybrid VehicleGasolineElectricity2023
TO,PASTRAROACAR___APGCELLHH2____23,15.0,PassengerTransportationRoadCarsAuto passengerFuel Cell VehicleHydrogen2023
TO,PASTRAROACAR___APGCONVNGABIF_23,15.0,PassengerTransportationRoadCarsAuto passengerConventionnalNatural GasBi Fuel2023
TO,PASTRAROACAR___APGCONVNGA____23,15.0,PassengerTransportationRoadCarsAuto passengerConventionnalNatural Gas2023
TO,PASTRAROACAR___APGCONVPROBIF_23,15.0,PassengerTransportationRoadCarsAuto passengerConventionnalPropaneBi Fuel2023
TO,PASTRAROACAR___APGCONVPRO____23,15.0,PassengerTransportationRoadCarsAuto passengerConventionnalPropane2023
TO,PASTRAROACAR___APGCONVRDSL____23,15.0,PassengerTransportationRoadCarsAuto passengerConventionnalRenewable Diesel2023
TO,PASTRAROACAR___APGHYBRDSL____23,15.0,PassengerTransportationRoadCarsAuto passengerHybridRenewable Diesel2023
TO,PASTRAROACAR___APGCONVDSL____16,15.0,PassengerTransportationRoadCarsAuto passengerConventionnalDiesel2016
TO,PASTRAROACAR___APGCONVGAS____16,15.0,PassengerTransportationRoadCarsAuto passengerConventionnalGasoline2016
TO,PASTRAROACAR___APGCONVNGA____16,20.0,PassengerTransportationRoadCarsAuto passengerConventionnalNatural Gas2016
TO,PASTRAROACAR___APGCONVPRO____16,20.0,PassengerTransportationRoadCarsAuto passengerConventionnalPropane2016
TO,PASTRAROATRULGTRSHCONVDSL____23,15.0,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalDiesel2023
TO,PASTRAROATRULGTRSHHYBDSL____23,15.0,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareHybridDiesel2023
TO,PASTRAROATRULGTRSHBEV320BELC____23,15.0,PassengerTransportationRoadTruckPassenger Light TrucksPaid Ridershare320VElectricityBattery Electric Vehicle2023
TO,PASTRAROATRULGTRSHBEV480BELC____23,15.0,PassengerTransportationRoadTruckPassenger Light TrucksPaid Ridershare480VElectricityBattery Electric Vehicle2023
TO,PASTRAROATRULGTRSHBEV640BELC____23,15.0,PassengerTransportationRoadTruckPassenger Light TrucksPaid Ridershare640VElectricityBattery Electric Vehicle2023
TO,PASTRAROATRULGTRSHCONVGAS____23,15.0,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalGasoline2023
TO,PASTRAROATRULGTRSHHYBGAS____23,15.0,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareHybridGasoline2023
TO,PASTRAROATRULGTRSHPHEVGASELC_23,15.0,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidersharePlug Hybrid VehicleGasolineElectricity2023
TO,PASTRAROATRULGTRSHCELLHH2____23,15.0,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareFuel Cell VehicleHydrogen2023
TO,PASTRAROATRULGTRSHCONVNGABIF_23,15.0,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalNatural GasBi Fuel2023
TO,PASTRAROATRULGTRSHCONVNGA____23,15.0,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalNatural Gas2023
TO,PASTRAROATRULGTRSHCONVPROBIF_23,15.0,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalPropaneBi Fuel2023
TO,PASTRAROATRULGTRSHCONVPRO____23,15.0,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalPropane2023
TO,PASTRAROATRULGTRSHCONVRDSL____23,15.0,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalRenewable Diesel2023
TO,PASTRAROATRULGTRSHHYBRDSL____23,15.0,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareHybridRenewable Diesel2023
TO,PASTRAROATRULGTRSHCONVDSL____16,20.0,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalDiesel2016
TO,PASTRAROATRULGTRSHCONVGAS____16,15.0,PassengerTransportationRoadTruckPassenger Light TrucksPaid RidershareConventionnalGasoline2016
